	UMAP1	UMAP2
293T_TFF1_DNA_Pool-1_2C:P9:81:10	-1.8664664	10.0955
293T_TFF1_DNA_Pool-1_2C:P9:N0:08	-1.5884151	6.3795466
293T_TFF1_DNA_Pool-1_2C:Q8:H4:05	-0.9012949	7.741172
293T_TFF1_DNA_Pool-1_2C:S7:14:12	-3.072422	9.453641
293T_TFF1_DNA_Pool-1_2C:S7:81:10	0.11303734	9.366199
293T_TFF1_DNA_Pool-1_2C:S7:D4:02	1.4135951	7.4355497
293T_TFF1_DNA_Pool-1_2C:S7:E6:09	0.58842504	6.8961854
293T_TFF1_DNA_Pool-1_2C:S7:J0:07	-0.6163563	8.849673
293T_TFF1_DNA_Pool-1_2C:S8:H6:12	-2.8835266	9.068992
293T_TFF1_DNA_Pool-1_2C:U3:J3:05	-0.4257311	8.436628
293T_TFF1_DNA_Pool-1_2C:U4:84:09	0.3162708	8.878384
293T_TFF1_DNA_Pool-1_2C:V9:F8:08	-0.5923411	7.348319
293T_TFF1_DNA_Pool-1_2C:V9:S6:10	-1.9935822	8.043581
293T_TFF1_DNA_Pool-1_2C:W3:X7:04	-1.5666107	9.788332
293T_TFF1_DNA_Pool-1_2C:W8:H8:05	-1.7908713	10.760521
293T_TFF1_DNA_Pool-1_2C:W8:T7:05	-0.19439134	8.144634
293T_TFF1_DNA_Pool-1_2C:X1:X8:05	2.029168	8.304813
293T_TFF1_DNA_Pool-1_2C:X5:18:05	-0.48416936	5.51523
293T_TFF1_DNA_Pool-1_2C:X5:49:11	-0.98618054	8.648193
293T_TFF1_DNA_Pool-1_2C:X5:M8:12	-0.66063386	7.4875655
293T_TFF1_DNA_Pool-1_2C:X5:O1:12	-1.7000207	6.582694
293T_TFF1_DNA_Pool-1_2C:X5:Y5:08	-0.8244235	8.620667
293T_TFF1_DNA_Pool-1_2C:X5:Y6:05	1.6622334	7.897953
293T_TFF1_DNA_Pool-1_2C:Y7:C0:05	-2.900399	7.283426
293T_TFF1_DNA_Pool-1_2C:Z2:14:12	-1.356614	9.956487
293T_TFF1_DNA_Pool-1_2B:04:Y6:05	1.6148138	7.867636
293T_TFF1_DNA_Pool-1_2B:08:E1:12	-1.8367403	6.794812
293T_TFF1_DNA_Pool-1_2B:0A:E2:12	2.469803	7.56091
293T_TFF1_DNA_Pool-1_2B:0I:02:06	-0.67292094	8.764352
293T_TFF1_DNA_Pool-1_2B:0T:08:05	1.831544	8.73622
293T_TFF1_DNA_Pool-1_2B:0X:02:09	0.114170514	9.625938
293T_TFF1_DNA_Pool-1_2B:0X:18:12	1.3282807	8.156345
293T_TFF1_DNA_Pool-1_2B:0X:46:10	1.998664	8.013133
293T_TFF1_DNA_Pool-1_2B:0X:61:01	1.9414101	7.9893627
293T_TFF1_DNA_Pool-1_2B:0X:78:12	1.5856024	9.346237
293T_TFF1_DNA_Pool-1_2B:0X:G8:01	-0.21343517	7.236659
293T_TFF1_DNA_Pool-1_2B:0X:L0:12	-2.0891132	9.102682
293T_TFF1_DNA_Pool-1_2B:0X:T4:12	-2.6016538	8.711278
293T_TFF1_DNA_Pool-1_2B:0X:X4:12	1.7671316	7.50832
293T_TFF1_DNA_Pool-1_2B:0X:Y1:06	-1.3849876	9.251373
293T_TFF1_DNA_Pool-1_2B:0X:Y2:04	0.7110518	8.557711
293T_TFF1_DNA_Pool-1_2B:0Y:0F:07	-1.2122911	7.8162465
293T_TFF1_DNA_Pool-1_2B:0Y:24:01	-1.1290061	7.5598392
293T_TFF1_DNA_Pool-1_2B:0Y:50:01	1.6206402	8.82177
293T_TFF1_DNA_Pool-1_2B:0Y:H4:12	-1.5396426	7.7832694
293T_TFF1_DNA_Pool-1_2B:0Y:L7:12	0.4795326	8.965304
293T_TFF1_DNA_Pool-1_2B:0Y:O9:03	1.963128	7.7703595
293T_TFF1_DNA_Pool-1_2B:0Y:T8:12	1.3910563	8.696523
293T_TFF1_DNA_Pool-1_2B:0Y:V3:12	1.0113227	10.161387
293T_TFF1_DNA_Pool-1_2B:0Y:X8:10	-0.16797358	8.9440155
293T_TFF1_DNA_Pool-1_2B:20:M0:01	1.3891625	8.702671
293T_TFF1_DNA_Pool-1_2B:36:T2:01	-0.0027765154	6.771614
293T_TFF1_DNA_Pool-1_2B:39:R4:12	-3.1013312	8.59177
293T_TFF1_DNA_Pool-1_2B:47:08:03	1.015426	9.296728
293T_TFF1_DNA_Pool-1_2B:47:0K:04	0.74102354	8.799091
293T_TFF1_DNA_Pool-1_2B:47:20:12	0.41936502	9.575383
293T_TFF1_DNA_Pool-1_2B:47:G5:01	-1.1688582	8.560728
293T_TFF1_DNA_Pool-1_2B:47:G5:04	0.5135218	6.3783455
293T_TFF1_DNA_Pool-1_2B:47:O1:12	2.00195	9.105982
293T_TFF1_DNA_Pool-1_2B:47:T0:12	-1.9614449	9.133037
293T_TFF1_DNA_Pool-1_2B:55:54:01	-1.5954822	7.002096
293T_TFF1_DNA_Pool-1_2B:55:65:12	-0.8158826	10.859437
293T_TFF1_DNA_Pool-1_2B:67:E2:12	-0.24935715	7.8383374
293T_TFF1_DNA_Pool-1_2B:68:A5:12	0.58213246	7.2837157
293T_TFF1_DNA_Pool-1_2B:71:S9:07	0.8483295	8.9565
293T_TFF1_DNA_Pool-1_2B:75:I0:12	-1.2758726	6.8664875
293T_TFF1_DNA_Pool-1_2B:80:E1:02	0.004360126	8.683052
293T_TFF1_DNA_Pool-1_2B:80:E2:06	0.23460826	9.640685
293T_TFF1_DNA_Pool-1_2B:80:G0:12	-1.5617701	8.324527
293T_TFF1_DNA_Pool-1_2B:95:69:09	-1.1534022	7.71575
293T_TFF1_DNA_Pool-1_2B:95:G8:01	-0.81754774	11.103855
293T_TFF1_DNA_Pool-1_2B:A3:Q1:12	-0.8316682	10.30543
293T_TFF1_DNA_Pool-1_2B:A4:24:09	-2.4729743	7.9230976
293T_TFF1_DNA_Pool-1_2B:A4:J6:12	-0.6823723	9.9569235
293T_TFF1_DNA_Pool-1_2B:B2:0F:07	0.5919736	9.831892
293T_TFF1_DNA_Pool-1_2B:B5:B2:06	-1.8874296	9.831742
293T_TFF1_DNA_Pool-1_2B:C3:O2:06	0.045312174	9.514652
293T_TFF1_DNA_Pool-1_2B:D1:O9:03	-0.97352064	7.7571764
293T_TFF1_DNA_Pool-1_2B:E0:E2:12	0.9294482	9.310477
293T_TFF1_DNA_Pool-1_2B:E3:0V:05	-1.4683512	7.732926
293T_TFF1_DNA_Pool-1_2B:E3:N3:10	-0.83591384	11.163335
293T_TFF1_DNA_Pool-1_2B:F7:0R:01	-0.12309744	7.231709
293T_TFF1_DNA_Pool-1_2B:F7:G4:04	-1.9995507	6.597577
293T_TFF1_DNA_Pool-1_2B:G4:58:12	-0.44703826	5.6446657
293T_TFF1_DNA_Pool-1_2B:G4:C9:01	-1.9536783	9.11286
293T_TFF1_DNA_Pool-1_2B:G8:Y2:01	-0.32146224	7.108941
293T_TFF1_DNA_Pool-1_2B:H2:08:05	1.721193	10.430986
293T_TFF1_DNA_Pool-1_2B:I3:Q8:12	1.085795	7.8324428
293T_TFF1_DNA_Pool-1_2B:I4:46:02	-0.6304789	6.8670373
293T_TFF1_DNA_Pool-1_2B:J1:26:12	-1.8852019	7.1488223
293T_TFF1_DNA_Pool-1_2B:J1:66:01	0.95392334	8.001674
293T_TFF1_DNA_Pool-1_2B:J1:B6:11	-1.3931726	8.544236
293T_TFF1_DNA_Pool-1_2B:J1:D7:12	0.6274606	8.501701
293T_TFF1_DNA_Pool-1_2B:J1:J8:07	0.06508162	8.196481
293T_TFF1_DNA_Pool-1_2B:J1:T4:12	0.30846202	7.041107
293T_TFF1_DNA_Pool-1_2B:J1:Y5:12	-1.7323952	8.163266
293T_TFF1_DNA_Pool-1_2B:J9:T4:12	-1.6785332	6.62295
293T_TFF1_DNA_Pool-1_2B:K3:E2:01	-0.9020924	9.844727
293T_TFF1_DNA_Pool-1_2B:K7:T7:04	-1.1119905	9.537419
293T_TFF1_DNA_Pool-1_2B:L1:46:02	0.6930587	9.439361
293T_TFF1_DNA_Pool-1_2B:L6:O1:12	1.493317	8.509913
293T_TFF1_DNA_Pool-1_2B:M3:Q5:12	1.1254616	10.518279
293T_TFF1_DNA_Pool-1_2B:M3:X8:10	0.034112796	7.329614
293T_TFF1_DNA_Pool-1_2B:N9:45:11	-0.3528642	5.7107387
293T_TFF1_DNA_Pool-1_2B:N9:G8:01	-1.0663857	5.6367936
293T_TFF1_DNA_Pool-1_2B:O7:S6:12	-1.4134362	8.556976
293T_TFF1_DNA_Pool-1_2B:P2:O1:09	-0.74647504	8.176117
293T_TFF1_DNA_Pool-1_2B:P6:K1:12	0.80606866	9.576104
293T_TFF1_DNA_Pool-1_2B:Q0:G0:12	0.33709228	11.109014
293T_TFF1_DNA_Pool-1_2B:Q3:Q6:12	1.064546	6.9524527
293T_TFF1_DNA_Pool-1_2B:Q4:N8:12	2.023841	7.377289
293T_TFF1_DNA_Pool-1_2B:R1:14:09	1.7024671	9.253687
293T_TFF1_DNA_Pool-1_2B:R1:97:12	1.5190972	7.563974
293T_TFF1_DNA_Pool-1_2B:R2:F3:12	-0.70756084	9.270177
293T_TFF1_DNA_Pool-1_2B:S3:E2:09	-1.2107174	10.542948
293T_TFF1_DNA_Pool-1_2B:S7:0A:12	-1.0364102	5.664884
293T_TFF1_DNA_Pool-1_2B:S7:0W:03	-2.526181	7.858154
293T_TFF1_DNA_Pool-1_2B:S7:56:01	-3.263442	8.698021
293T_TFF1_DNA_Pool-1_2B:S7:D4:02	-2.0400405	7.1296115
293T_TFF1_DNA_Pool-1_2B:S8:56:12	-0.22783448	8.865093
293T_TFF1_DNA_Pool-1_2B:S8:T8:12	2.5809884	8.272893
293T_TFF1_DNA_Pool-1_2B:T2:E2:12	-1.0195403	6.5465436
293T_TFF1_DNA_Pool-1_2B:U4:E1:09	1.2811277	10.552398
293T_TFF1_DNA_Pool-1_2B:U4:F3:12	-1.3398433	8.163442
293T_TFF1_DNA_Pool-1_2B:U4:I0:01	-1.1073682	9.74699
293T_TFF1_DNA_Pool-1_2B:U4:T7:04	-0.30412263	7.019761
293T_TFF1_DNA_Pool-1_2B:V2:Y2:09	0.7211414	7.4781685
293T_TFF1_DNA_Pool-1_2B:V9:0J:02	-2.3787007	9.2829685
293T_TFF1_DNA_Pool-1_2B:V9:Q6:12	-1.1928194	9.481474
293T_TFF1_DNA_Pool-1_2B:W3:0V:04	-1.2138976	7.2586546
293T_TFF1_DNA_Pool-1_2B:W7:K1:04	2.052995	9.572083
293T_TFF1_DNA_Pool-1_2B:W8:C0:12	-2.0409641	8.85818
293T_TFF1_DNA_Pool-1_2B:X5:0R:04	-1.0967548	7.589219
293T_TFF1_DNA_Pool-1_2B:X5:65:09	-1.5959615	8.582679
293T_TFF1_DNA_Pool-1_2B:X5:76:01	-0.4377456	5.573992
293T_TFF1_DNA_Pool-1_2B:X5:A6:01	-2.1270113	8.680912
293T_TFF1_DNA_Pool-1_2B:X5:B8:03	-1.0710019	6.0802436
293T_TFF1_DNA_Pool-1_2B:X5:M8:12	0.041553404	9.217676
293T_TFF1_DNA_Pool-1_2B:X5:T7:02	0.30395877	5.9372063
293T_TFF1_DNA_Pool-1_2B:X5:X8:10	-0.15137362	8.226636
293T_TFF1_DNA_Pool-1_2B:X5:Y6:05	0.7775848	7.832092
293T_TFF1_DNA_Pool-1_2B:X6:D2:03	-1.8059933	8.161682
293T_TFF1_DNA_Pool-1_2B:X6:H7:12	0.7762518	6.4317756
293T_TFF1_DNA_Pool-1_2B:X6:O1:12	-0.11614976	10.090182
293T_TFF1_DNA_Pool-1_2B:X6:S6:01	-0.15247299	8.627251
293T_TFF1_DNA_Pool-1_2B:Z5:T2:12	-1.8887012	9.347987
293T_TFF1_DNA_Pool-1_2A:03:P8:10	-0.041928597	6.8241286
293T_TFF1_DNA_Pool-1_2A:04:Y6:05	0.9446933	8.585741
293T_TFF1_DNA_Pool-1_2A:07:X8:10	-1.2833114	6.7395024
293T_TFF1_DNA_Pool-1_2A:07:Y9:10	-0.3790938	9.0639105
293T_TFF1_DNA_Pool-1_2A:0D:H2:10	-1.2121632	8.44863
293T_TFF1_DNA_Pool-1_2A:0D:R4:03	-1.7793902	8.448689
293T_TFF1_DNA_Pool-1_2A:0E:61:07	-1.0543772	7.124183
293T_TFF1_DNA_Pool-1_2A:0H:61:03	-1.1767514	8.370365
293T_TFF1_DNA_Pool-1_2A:0M:F3:01	-0.38959086	10.123084
293T_TFF1_DNA_Pool-1_2A:0M:W2:08	-1.0813823	7.869037
293T_TFF1_DNA_Pool-1_2A:0Q:46:10	-1.3401438	10.059884
293T_TFF1_DNA_Pool-1_2A:0X:24:09	-1.6191553	8.766746
293T_TFF1_DNA_Pool-1_2A:0X:61:01	-0.5307647	9.0216055
293T_TFF1_DNA_Pool-1_2A:0X:72:10	-2.1034193	9.43634
293T_TFF1_DNA_Pool-1_2A:0X:B0:10	-0.5461628	10.256489
293T_TFF1_DNA_Pool-1_2A:0X:B8:10	-2.036002	6.899164
293T_TFF1_DNA_Pool-1_2A:0X:F6:10	-1.2059553	6.6356187
293T_TFF1_DNA_Pool-1_2A:0X:N0:10	-0.29104337	8.101336
293T_TFF1_DNA_Pool-1_2A:0X:T8:12	-0.4034683	6.6089883
293T_TFF1_DNA_Pool-1_2A:0X:X8:10	-0.66203076	6.6508365
293T_TFF1_DNA_Pool-1_2A:0X:Y2:10	0.808051	6.8798356
293T_TFF1_DNA_Pool-1_2A:0Y:0O:10	0.7357463	7.475302
293T_TFF1_DNA_Pool-1_2A:0Y:24:09	0.6100076	6.350842
293T_TFF1_DNA_Pool-1_2A:0Y:F3:01	-0.629716	8.337515
293T_TFF1_DNA_Pool-1_2A:0Y:X8:10	0.82654035	10.794272
293T_TFF1_DNA_Pool-1_2A:11:30:10	-0.2722306	6.1857944
293T_TFF1_DNA_Pool-1_2A:12:T4:10	0.21306941	7.343813
293T_TFF1_DNA_Pool-1_2A:28:H2:07	0.83055824	7.6156754
293T_TFF1_DNA_Pool-1_2A:28:H6:10	-3.1975396	8.727108
293T_TFF1_DNA_Pool-1_2A:31:X8:10	0.27510586	10.955472
293T_TFF1_DNA_Pool-1_2A:32:P0:07	-0.07579004	7.7500367
293T_TFF1_DNA_Pool-1_2A:32:Y6:10	1.1646723	9.064307
293T_TFF1_DNA_Pool-1_2A:35:0V:10	-1.4084843	10.274334
293T_TFF1_DNA_Pool-1_2A:47:02:10	-0.5107991	6.730158
293T_TFF1_DNA_Pool-1_2A:47:C8:10	-2.4972079	8.259341
293T_TFF1_DNA_Pool-1_2A:47:P0:01	-1.7455854	6.293384
293T_TFF1_DNA_Pool-1_2A:47:S1:10	-0.3789439	8.665485
293T_TFF1_DNA_Pool-1_2A:47:X7:02	-1.9009922	9.571523
293T_TFF1_DNA_Pool-1_2A:48:61:10	-0.206958	7.266993
293T_TFF1_DNA_Pool-1_2A:48:M8:03	1.5043647	10.33459
293T_TFF1_DNA_Pool-1_2A:51:Z8:10	-2.9501312	9.027149
293T_TFF1_DNA_Pool-1_2A:59:O6:10	0.62315166	9.401035
293T_TFF1_DNA_Pool-1_2A:60:24:09	-0.5608082	8.7500105
293T_TFF1_DNA_Pool-1_2A:60:G1:10	-1.2438606	9.1601305
293T_TFF1_DNA_Pool-1_2A:64:G0:10	-1.5002366	8.490471
293T_TFF1_DNA_Pool-1_2A:71:0R:03	-0.096420124	8.796176
293T_TFF1_DNA_Pool-1_2A:71:Y1:10	-1.7723972	7.1423993
293T_TFF1_DNA_Pool-1_2A:72:B0:03	0.31691498	7.7576084
293T_TFF1_DNA_Pool-1_2A:76:H2:10	-1.9321814	8.238322
293T_TFF1_DNA_Pool-1_2A:76:I9:03	-2.1746528	7.0786743
293T_TFF1_DNA_Pool-1_2A:80:50:03	-1.1051883	10.953927
293T_TFF1_DNA_Pool-1_2A:80:H0:10	-2.1975567	7.3117404
293T_TFF1_DNA_Pool-1_2A:84:H4:10	0.4261644	9.733414
293T_TFF1_DNA_Pool-1_2A:95:0R:10	0.21256866	7.6295433
293T_TFF1_DNA_Pool-1_2A:95:Q1:10	-0.559012	9.314912
293T_TFF1_DNA_Pool-1_2A:95:T7:02	-1.0440437	9.027921
293T_TFF1_DNA_Pool-1_2A:99:J3:10	1.6667382	7.9176254
293T_TFF1_DNA_Pool-1_2A:A7:0R:10	-0.38052696	10.151113
293T_TFF1_DNA_Pool-1_2A:A7:17:05	1.9159003	9.8897915
293T_TFF1_DNA_Pool-1_2A:A7:46:03	1.41404	9.179735
293T_TFF1_DNA_Pool-1_2A:A8:F3:01	-0.30587843	9.128687
293T_TFF1_DNA_Pool-1_2A:B1:54:10	-1.2851973	7.2691264
293T_TFF1_DNA_Pool-1_2A:B5:61:03	-2.5835521	9.224032
293T_TFF1_DNA_Pool-1_2A:B5:L4:07	0.14860995	10.6856575
293T_TFF1_DNA_Pool-1_2A:B5:L4:10	-1.8843254	9.05301
293T_TFF1_DNA_Pool-1_2A:B5:T4:03	-1.4497625	7.12368
293T_TFF1_DNA_Pool-1_2A:B9:F3:01	1.7551599	8.220367
293T_TFF1_DNA_Pool-1_2A:C0:X8:10	-0.4044638	9.2199545
293T_TFF1_DNA_Pool-1_2A:C3:E2:10	-0.74641275	9.924644
293T_TFF1_DNA_Pool-1_2A:C7:P3:10	-1.1318684	8.424485
293T_TFF1_DNA_Pool-1_2A:C8:94:10	-0.055443816	6.657546
293T_TFF1_DNA_Pool-1_2A:C8:X4:10	-1.2643563	9.585276
293T_TFF1_DNA_Pool-1_2A:D1:L7:10	-0.27383786	7.7461944
293T_TFF1_DNA_Pool-1_2A:E3:50:10	0.8679095	9.454926
293T_TFF1_DNA_Pool-1_2A:E3:69:04	-0.5608887	6.271373
293T_TFF1_DNA_Pool-1_2A:E3:F3:10	-0.7938979	11.310319
293T_TFF1_DNA_Pool-1_2A:E3:N7:11	0.21117462	8.5342865
293T_TFF1_DNA_Pool-1_2A:E3:Y2:10	1.5420249	8.720383
293T_TFF1_DNA_Pool-1_2A:E4:54:10	-0.6030121	6.115589
293T_TFF1_DNA_Pool-1_2A:E7:X8:10	-2.738742	10.148076
293T_TFF1_DNA_Pool-1_2A:F2:Q6:10	0.72882575	9.435053
293T_TFF1_DNA_Pool-1_2A:F5:50:10	-1.6282262	8.9423275
293T_TFF1_DNA_Pool-1_2A:G8:24:09	0.4313054	7.4641247
293T_TFF1_DNA_Pool-1_2A:G8:72:03	2.4285076	7.1312876
293T_TFF1_DNA_Pool-1_2A:H2:F2:10	1.0412147	8.289393
293T_TFF1_DNA_Pool-1_2A:H6:X3:07	-2.658239	7.2926593
293T_TFF1_DNA_Pool-1_2A:H6:X3:10	0.40854004	7.308139
293T_TFF1_DNA_Pool-1_2A:I7:E2:10	-1.5789173	10.93927
293T_TFF1_DNA_Pool-1_2A:J1:0B:03	-0.89951825	8.349923
293T_TFF1_DNA_Pool-1_2A:J1:45:10	0.03154757	7.9670844
293T_TFF1_DNA_Pool-1_2A:J1:46:10	-1.579462	7.4141135
293T_TFF1_DNA_Pool-1_2A:J1:54:10	0.31848192	9.929258
293T_TFF1_DNA_Pool-1_2A:J1:G8:10	-0.49329406	7.9365883
293T_TFF1_DNA_Pool-1_2A:J1:Q6:10	-0.29128122	9.2066555
293T_TFF1_DNA_Pool-1_2A:J1:T0:10	0.11642324	9.968569
293T_TFF1_DNA_Pool-1_2A:J1:W2:08	-0.23248692	6.883854
293T_TFF1_DNA_Pool-1_2A:J1:Y2:10	-2.7402654	9.489362
293T_TFF1_DNA_Pool-1_2A:J9:F6:02	-2.6871796	9.060936
293T_TFF1_DNA_Pool-1_2A:J9:T0:10	-1.1010677	6.473862
293T_TFF1_DNA_Pool-1_2A:K3:X4:03	-2.2364607	7.631022
293T_TFF1_DNA_Pool-1_2A:K4:T2:03	0.5406947	8.087698
293T_TFF1_DNA_Pool-1_2A:K7:0N:03	1.6442711	10.391298
293T_TFF1_DNA_Pool-1_2A:K7:17:05	-1.9036139	6.038315
293T_TFF1_DNA_Pool-1_2A:K7:G5:03	-0.96103525	6.6160583
293T_TFF1_DNA_Pool-1_2A:K7:W2:10	0.86488914	8.5667715
293T_TFF1_DNA_Pool-1_2A:K7:X8:10	-1.0512382	9.849776
293T_TFF1_DNA_Pool-1_2A:L1:45:07	-3.0555508	9.007644
293T_TFF1_DNA_Pool-1_2A:L2:L4:04	-0.5707051	7.882725
293T_TFF1_DNA_Pool-1_2A:L6:33:10	0.9075458	10.64444
293T_TFF1_DNA_Pool-1_2A:L6:F3:07	-2.2490392	9.919043
293T_TFF1_DNA_Pool-1_2A:L9:C8:10	-0.3650132	5.698594
293T_TFF1_DNA_Pool-1_2A:L9:T8:10	-1.3352958	9.241025
293T_TFF1_DNA_Pool-1_2A:M3:0N:10	-1.2524017	7.4790263
293T_TFF1_DNA_Pool-1_2A:M4:G1:10	1.836304	9.281566
293T_TFF1_DNA_Pool-1_2A:M8:K2:10	0.932122	6.340661
293T_TFF1_DNA_Pool-1_2A:N1:H8:10	0.4236576	10.581815
293T_TFF1_DNA_Pool-1_2A:N9:28:01	0.9827315	7.276453
293T_TFF1_DNA_Pool-1_2A:N9:A0:11	-0.7894927	7.3318624
293T_TFF1_DNA_Pool-1_2A:N9:E8:10	-0.38944498	7.7316356
293T_TFF1_DNA_Pool-1_2A:N9:H0:03	-2.7157311	9.475232
293T_TFF1_DNA_Pool-1_2A:N9:P0:04	0.74265504	9.696385
293T_TFF1_DNA_Pool-1_2A:O0:W2:08	0.87096703	7.9207377
293T_TFF1_DNA_Pool-1_2A:O3:L6:03	0.12393908	7.1412673
293T_TFF1_DNA_Pool-1_2A:O3:X7:04	-0.30543333	8.832078
293T_TFF1_DNA_Pool-1_2A:O7:18:10	-1.3525751	7.5507927
293T_TFF1_DNA_Pool-1_2A:O7:69:10	-2.2536588	9.80275
293T_TFF1_DNA_Pool-1_2A:O7:R2:03	0.16635916	8.898929
293T_TFF1_DNA_Pool-1_2A:O8:90:10	-0.82472616	9.145473
293T_TFF1_DNA_Pool-1_2A:O8:T4:10	-2.0474732	7.894812
293T_TFF1_DNA_Pool-1_2A:O8:Y6:03	0.6141695	6.092717
293T_TFF1_DNA_Pool-1_2A:P1:56:10	0.3468851	9.314923
293T_TFF1_DNA_Pool-1_2A:P5:X8:10	1.4398183	8.5913925
293T_TFF1_DNA_Pool-1_2A:R1:O9:10	-0.77178305	7.7631555
293T_TFF1_DNA_Pool-1_2A:R1:T2:07	0.5912869	8.440853
293T_TFF1_DNA_Pool-1_2A:R5:T4:03	0.36086354	9.248639
293T_TFF1_DNA_Pool-1_2A:S7:0W:10	0.13715601	8.004461
293T_TFF1_DNA_Pool-1_2A:S7:17:03	1.6882455	10.115113
293T_TFF1_DNA_Pool-1_2A:S7:45:11	-1.4005965	9.412685
293T_TFF1_DNA_Pool-1_2A:S7:81:10	0.28889412	10.806639
293T_TFF1_DNA_Pool-1_2A:S7:B6:10	-1.5725129	8.605381
293T_TFF1_DNA_Pool-1_2A:S7:P0:10	1.6445112	9.856855
293T_TFF1_DNA_Pool-1_2A:S7:Y6:02	0.70100296	8.418414
293T_TFF1_DNA_Pool-1_2A:S8:08:03	-0.616824	6.2676764
293T_TFF1_DNA_Pool-1_2A:S8:25:07	1.7069054	8.161615
293T_TFF1_DNA_Pool-1_2A:S8:25:10	-2.0995588	7.945191
293T_TFF1_DNA_Pool-1_2A:S8:F2:03	-1.0985116	9.183846
293T_TFF1_DNA_Pool-1_2A:T2:S9:04	1.4371355	10.305602
293T_TFF1_DNA_Pool-1_2A:T5:M8:10	-1.0151601	6.734454
293T_TFF1_DNA_Pool-1_2A:U3:94:03	-2.3380032	10.259732
293T_TFF1_DNA_Pool-1_2A:U8:24:10	0.17729484	7.873021
293T_TFF1_DNA_Pool-1_2A:U8:C8:10	1.0681392	8.846195
293T_TFF1_DNA_Pool-1_2A:V1:G4:03	-1.4598699	8.456308
293T_TFF1_DNA_Pool-1_2A:V1:O6:10	-0.72899294	8.771831
293T_TFF1_DNA_Pool-1_2A:V2:18:10	-0.8021385	10.4998045
293T_TFF1_DNA_Pool-1_2A:V2:O5:10	-1.9388576	9.243248
293T_TFF1_DNA_Pool-1_2A:V2:T4:10	-1.5884614	8.952231
293T_TFF1_DNA_Pool-1_2A:V2:T8:12	0.35197076	8.965546
293T_TFF1_DNA_Pool-1_2A:V9:93:10	0.05654004	7.350936
293T_TFF1_DNA_Pool-1_2A:W4:54:10	-0.52047485	9.242651
293T_TFF1_DNA_Pool-1_2A:W7:26:10	1.2667592	6.721942
293T_TFF1_DNA_Pool-1_2A:X5:30:09	0.17007054	8.611591
293T_TFF1_DNA_Pool-1_2A:X5:B2:07	-1.9475008	8.349611
293T_TFF1_DNA_Pool-1_2A:X5:M8:10	-1.1293075	6.319519
293T_TFF1_DNA_Pool-1_2A:X5:M8:12	-0.07207861	6.6132483
293T_TFF1_DNA_Pool-1_2A:X5:R2:03	-3.08047	9.5401125
293T_TFF1_DNA_Pool-1_2A:X5:U6:10	0.29603308	6.7769413
293T_TFF1_DNA_Pool-1_2A:X5:X8:10	-2.1458	9.3341255
293T_TFF1_DNA_Pool-1_2A:X6:N7:03	0.15598299	9.2537565
293T_TFF1_DNA_Pool-1_2A:Y7:0R:10	1.7140487	9.704428
293T_TFF1_DNA_Pool-1_2A:Y8:S9:10	-0.16565613	9.107179
293T_TFF1_DNA_Pool-1_2A:Z1:W6:10	0.9574326	8.177599
293T_TFF1_DNA_Pool-1_2A:Z2:54:10	0.34600762	10.180168
293T_TFF1_DNA_Pool-1_2A:Z2:T4:10	0.9685313	8.420953
293T_TFF1_DNA_Pool-1_2A:Z5:M8:10	-0.7192235	7.5837536
293T_TFF1_DNA_Pool-1_2A:Z6:Q1:10	-2.5645168	8.7411175
293T_TFF1_DNA_Pool-1_2A:Z9:P0:10	-2.3569028	7.651561
293T_TFF1_DNA_Pool-1_2A:Z9:Y6:03	-2.5066845	7.083283
293T_TFF1_DNA_Pool-1_3H:0X:E9:09	0.5270831	9.747091
293T_TFF1_DNA_Pool-1_3H:0X:F3:10	2.6136143	8.308466
293T_TFF1_DNA_Pool-1_3H:0X:K5:02	0.49306643	8.538823
293T_TFF1_DNA_Pool-1_3H:0Y:J6:09	-1.1501514	7.6850505
293T_TFF1_DNA_Pool-1_3H:0Y:T2:05	-2.481634	7.821148
293T_TFF1_DNA_Pool-1_3H:28:F2:11	-1.0579163	7.066407
293T_TFF1_DNA_Pool-1_3H:47:L0:11	0.18534864	5.7639537
293T_TFF1_DNA_Pool-1_3H:51:J3:02	2.2859178	7.6793575
293T_TFF1_DNA_Pool-1_3H:56:X3:02	-0.16085495	8.5986
293T_TFF1_DNA_Pool-1_3H:76:49:08	-0.78179437	11.008324
293T_TFF1_DNA_Pool-1_3H:83:X3:07	-1.4523448	8.872416
293T_TFF1_DNA_Pool-1_3H:92:M8:07	-0.5917801	8.877146
293T_TFF1_DNA_Pool-1_3H:95:20:06	1.8902272	9.878743
293T_TFF1_DNA_Pool-1_3H:95:54:09	1.671084	9.783879
293T_TFF1_DNA_Pool-1_3H:95:G8:01	-0.20856243	7.855315
293T_TFF1_DNA_Pool-1_3H:B5:H6:03	-3.2738128	8.6493635
293T_TFF1_DNA_Pool-1_3H:B5:M0:09	0.37652284	10.2790985
293T_TFF1_DNA_Pool-1_3H:B5:S5:12	-0.24898793	7.6740904
293T_TFF1_DNA_Pool-1_3H:B6:08:03	1.1432531	8.202919
293T_TFF1_DNA_Pool-1_3H:C4:17:09	0.73672867	7.6606426
293T_TFF1_DNA_Pool-1_3H:C8:M4:09	-0.42007095	9.122848
293T_TFF1_DNA_Pool-1_3H:D9:W2:09	-0.001672647	9.857867
