input	kind	barcode	threshold	raw_complexity	imp_complexity	gain
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S7:K1:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S7:Q8:08	3378.39	2	22	20
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S8:46:08	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S8:A6:11	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S8:B2:08	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S8:H2:08	3378.39	3	17	14
FITS	dense	293T_TFF1_DNA_Pool-1_1C:S8:S5:08	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:T1:68:11	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1C:T1:B6:11	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U3:17:09	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U3:C0:08	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U4:50:08	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U4:50:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U7:J3:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U7:M0:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:U8:61:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:V2:L6:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:V2:M8:11	3378.39	2	12	10
FITS	dense	293T_TFF1_DNA_Pool-1_1C:V6:K2:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1C:W8:G0:11	3378.39	2	1	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X1:E2:08	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X1:X7:08	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:09:08	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:0N:08	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:0R:11	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:18:09	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:J3:01	3378.39	32	3	-29
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:K6:08	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:O2:08	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X5:V0:11	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1C:X6:49:11	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1C:Z6:Y5:01	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:08:H8:12	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0A:O9:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0H:0W:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0H:Y5:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0H:Z3:12	3378.39	15	0	-15
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0M:J4:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0M:M0:01	3378.39	7	2	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Q:76:01	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0U:Z3:03	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:20:07	3378.39	10	0	-10
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:41:01	3378.39	13	22	9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:61:01	3378.39	9	0	-9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:72:12	3378.39	12	0	-12
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:98:01	3378.39	13	2	-11
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:A0:12	3378.39	9	0	-9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:D0:02	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:G1:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:O6:12	3378.39	11	0	-11
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0X:Y2:12	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Y:90:01	3378.39	2	22	20
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Y:B0:12	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Y:L0:10	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Y:L4:02	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:0Y:S6:12	3378.39	2	7	5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:12:Y1:12	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:19:E6:02	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:23:W2:01	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:24:H4:01	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:36:0W:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:39:17:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:39:I2:02	3378.39	7	16	9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:47:84:04	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:51:C4:02	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:55:A4:05	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:56:84:04	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:56:L3:03	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:64:A2:03	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:64:M0:01	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:64:X7:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:72:P8:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:79:E2:01	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1B:80:Q8:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:83:T4:12	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:91:58:02	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:91:F3:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:91:J4:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:92:Y9:07	3378.39	37	18	-19
FITS	dense	293T_TFF1_DNA_Pool-1_1B:95:84:04	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:95:E9:12	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:95:L0:07	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:A0:L0:10	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:A4:29:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:A7:54:02	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:A7:84:04	3378.39	2	19	17
FITS	dense	293T_TFF1_DNA_Pool-1_1B:B1:98:12	3378.39	7	26	19
FITS	dense	293T_TFF1_DNA_Pool-1_1B:B2:0W:11	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:B5:98:12	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:B9:20:07	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:C7:T8:01	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:D1:46:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E0:Y5:12	3378.39	7	1	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:08:12	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:29:02	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:84:04	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:M8:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:O9:11	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E3:Q0:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E4:0V:05	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:E8:72:01	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:F2:84:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:F2:84:04	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:F5:81:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:H2:84:04	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:H5:E2:02	3378.39	34	43	9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:H6:G8:01	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:H9:L7:02	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:50:04	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:72:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:84:04	3378.39	3	1	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:L0:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:Y1:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:J1:Z6:12	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:L6:P8:12	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:L6:W2:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:L9:P0:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:M0:B2:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:M3:18:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:M4:G8:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:M7:E1:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N1:T4:12	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N2:0F:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N5:45:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N5:Z3:02	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:09:01	3378.39	2	10	8
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:0W:03	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:37:12	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:84:04	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:Q8:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:N9:T8:03	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O0:M0:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O7:84:04	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O7:H2:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O7:Q8:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O7:U6:02	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:O8:46:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:P5:E2:01	3378.39	8	0	-8
FITS	dense	293T_TFF1_DNA_Pool-1_1B:P9:O9:03	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Q0:84:04	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Q3:E2:06	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Q7:O6:11	3378.39	3	35	32
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Q8:G8:01	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Q8:Z8:12	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S0:Y5:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:0W:12	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:54:12	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:94:07	3378.39	8	0	-8
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:H8:02	3378.39	8	0	-8
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:J0:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S7:L0:07	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S8:08:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S8:84:04	3378.39	4	16	12
FITS	dense	293T_TFF1_DNA_Pool-1_1B:S8:P0:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:U8:L0:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:U8:L8:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V1:Y2:02	3378.39	2	1	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V2:0W:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V2:50:01	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V5:T7:01	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V6:F3:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:V9:20:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:W8:O6:01	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:W8:X3:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X1:T4:12	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:09:12	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:0R:04	3378.39	9	0	-9
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:17:12	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:37:01	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:72:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:84:04	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:90:02	3378.39	8	0	-8
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X5:J3:01	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1B:X6:84:04	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Y7:20:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Z2:56:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Z5:84:04	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1B:Z9:Y5:12	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1A:0H:61:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1A:0X:0W:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1A:0Y:L6:06	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_1A:91:T4:06	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1A:95:E1:03	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_1A:B6:94:09	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1A:D9:P0:01	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1A:G3:G0:06	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_1A:M0:E6:01	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_1A:N9:G9:03	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_1A:O7:17:05	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1A:Q7:O6:11	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1A:S7:G8:01	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_1A:U3:Y9:09	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_1A:U8:P0:01	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_1A:V6:72:04	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:08:T8:08	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0A:30:11	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0H:F3:03	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0Q:T4:07	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0U:17:07	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0U:J6:07	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0X:L0:05	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0X:Y2:07	3378.39	9	1	-8
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0Y:61:06	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0Y:J6:08	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0Y:M1:07	3378.39	10	0	-10
FITS	dense	293T_TFF1_DNA_Pool-1_2H:0Y:S9:06	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:12:M4:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:15:09:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:20:08:03	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:27:S6:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:28:F2:11	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:31:94:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:39:Y1:02	3378.39	4	46	42
FITS	dense	293T_TFF1_DNA_Pool-1_2H:43:B2:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:47:0F:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:47:O1:06	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:64:B8:03	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:72:S6:07	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:76:M0:04	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:80:C4:03	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:80:H6:06	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:87:08:03	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:95:0A:09	3378.39	2	4	2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:95:76:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:95:O1:12	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_2H:95:Q4:03	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:A4:O1:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:A7:Y5:08	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:A8:54:02	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:B5:B2:06	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_2H:B6:E1:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:B9:08:03	3378.39	18	0	-18
FITS	dense	293T_TFF1_DNA_Pool-1_2H:B9:E2:06	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E0:0J:05	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:28:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:41:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:45:03	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:93:06	3378.39	2	6	4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:B6:03	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_2H:E3:O1:12	3378.39	8	48	40
FITS	dense	293T_TFF1_DNA_Pool-1_2H:F1:B2:11	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:F1:E2:06	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:F6:K2:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:G3:E6:10	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:G7:E6:10	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:G8:B2:11	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:H6:P8:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:I4:H6:07	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:J1:08:08	3378.39	10	0	-10
FITS	dense	293T_TFF1_DNA_Pool-1_2H:J1:46:06	3378.39	7	1	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:J1:A6:02	3378.39	14	49	35
FITS	dense	293T_TFF1_DNA_Pool-1_2H:J1:T2:06	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_2H:J9:E6:02	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:K0:E6:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:K0:F8:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:L1:O1:12	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:L6:61:02	3378.39	7	0	-7
FITS	dense	293T_TFF1_DNA_Pool-1_2H:L6:G8:07	3378.39	25	0	-25
FITS	dense	293T_TFF1_DNA_Pool-1_2H:M7:L3:06	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:M8:K2:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:N5:F3:03	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:N9:32:09	3378.39	5	0	-5
FITS	dense	293T_TFF1_DNA_Pool-1_2H:N9:81:10	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:N9:Y1:09	3378.39	7	70	63
FITS	dense	293T_TFF1_DNA_Pool-1_2H:O7:H2:07	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:O7:N8:02	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:P2:0O:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:P5:B0:03	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:Q3:E1:11	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:Q4:56:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:Q4:O6:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:Q7:50:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:R1:C4:03	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:R1:T2:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:R2:H3:02	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:R6:0F:10	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:R9:56:07	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S0:T4:08	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S7:45:11	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S7:T8:02	3378.39	4	0	-4
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S8:C0:06	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S8:J6:04	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S8:R4:11	3378.39	3	0	-3
FITS	dense	293T_TFF1_DNA_Pool-1_2H:S8:Y1:03	3378.39	6	0	-6
FITS	dense	293T_TFF1_DNA_Pool-1_2H:T1:J6:03	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:U3:54:03	3378.39	12	0	-12
FITS	dense	293T_TFF1_DNA_Pool-1_2H:U8:37:07	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:V9:G0:07	3378.39	0	0	0
FITS	dense	293T_TFF1_DNA_Pool-1_2H:V9:J0:07	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:W0:13:11	3378.39	2	0	-2
FITS	dense	293T_TFF1_DNA_Pool-1_2H:W7:H8:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:X1:O2:03	3378.39	1	0	-1
FITS	dense	293T_TFF1_DNA_Pool-1_2H:X5:32:03	3378.39	2	0	-2
