input	kind	barcode	threshold	raw_complexity	imp_complexity	gain
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:47:S1:10	136.555	125	4	-121
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:47:X7:02	136.555	40	0	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:48:61:10	136.555	28	723	695
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:48:M8:03	136.555	43	1	-42
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:51:Z8:10	136.555	95	72	-23
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:59:O6:10	136.555	40	1	-39
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:60:24:09	136.555	74	2	-72
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:60:G1:10	136.555	32	0	-32
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:64:G0:10	136.555	22	1	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:71:0R:03	136.555	21	2	-19
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:71:Y1:10	136.555	26	0	-26
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:72:B0:03	136.555	43	4	-39
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:76:H2:10	136.555	19	1	-18
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:76:I9:03	136.555	39	1	-38
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:80:50:03	136.555	42	1	-41
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:80:H0:10	136.555	33	4	-29
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:84:H4:10	136.555	31	26	-5
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:95:0R:10	136.555	79	243	164
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:95:Q1:10	136.555	50	1	-49
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:95:T7:02	136.555	24	1	-23
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:99:J3:10	136.555	42	133	91
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:A7:0R:10	136.555	34	1	-33
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:A7:17:05	136.555	28	2	-26
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:A7:46:03	136.555	45	4	-41
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:A8:F3:01	136.555	32	0	-32
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B1:54:10	136.555	29	92	63
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B5:61:03	136.555	43	0	-43
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B5:L4:07	136.555	49	2	-47
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B5:L4:10	136.555	32	0	-32
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B5:T4:03	136.555	61	2	-59
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:B9:F3:01	136.555	52	2	-50
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:C0:X8:10	136.555	22	0	-22
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:C3:E2:10	136.555	604	1	-603
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:C7:P3:10	136.555	34	0	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:C8:94:10	136.555	22	0	-22
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:C8:X4:10	136.555	25	4	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:D1:L7:10	136.555	59	2	-57
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E3:50:10	136.555	61	177	116
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E3:69:04	136.555	35	1	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E3:F3:10	136.555	75	38	-37
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E3:N7:11	136.555	671	5	-666
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E3:Y2:10	136.555	87	6	-81
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E4:54:10	136.555	49	1	-48
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:E7:X8:10	136.555	23	0	-23
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:F2:Q6:10	136.555	45	1	-44
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:F5:50:10	136.555	249	365	116
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:G8:24:09	136.555	402	0	-402
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:G8:72:03	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:H2:F2:10	136.555	38	25	-13
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:H6:X3:07	136.555	270	1	-269
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:H6:X3:10	136.555	44	27	-17
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:I7:E2:10	136.555	75	27	-48
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:0B:03	136.555	60	2	-58
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:45:10	136.555	46	15	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:46:10	136.555	121	4	-117
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:54:10	136.555	123	0	-123
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:G8:10	136.555	45	0	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:Q6:10	136.555	140	0	-140
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:T0:10	136.555	86	0	-86
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:W2:08	136.555	82	2	-80
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J1:Y2:10	136.555	98	4	-94
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J9:F6:02	136.555	137	1	-136
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:J9:T0:10	136.555	23	2	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K3:X4:03	136.555	630	5	-625
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K4:T2:03	136.555	118	644	526
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K7:0N:03	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K7:17:05	136.555	38	0	-38
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K7:G5:03	136.555	134	0	-134
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K7:W2:10	136.555	19	0	-19
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:K7:X8:10	136.555	348	283	-65
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L1:45:07	136.555	36	0	-36
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L2:L4:04	136.555	29	5	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L6:33:10	136.555	33	3	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L6:F3:07	136.555	35	0	-35
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L9:C8:10	136.555	23	380	357
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:L9:T8:10	136.555	21	1	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:M3:0N:10	136.555	25	0	-25
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:M4:G1:10	136.555	37	1	-36
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:M8:K2:10	136.555	29	2	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N1:H8:10	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N9:28:01	136.555	40	0	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N9:A0:11	136.555	35	103	68
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N9:E8:10	136.555	31	4	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N9:H0:03	136.555	101	1	-100
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:N9:P0:04	136.555	41	1	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O0:W2:08	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O3:L6:03	136.555	26	2	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O3:X7:04	136.555	40	2	-38
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O7:18:10	136.555	34	0	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O7:69:10	136.555	31	0	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O7:R2:03	136.555	25	31	6
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O8:90:10	136.555	42	2	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O8:T4:10	136.555	26	2	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:O8:Y6:03	136.555	31	188	157
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:P1:56:10	136.555	27	0	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:P5:X8:10	136.555	28	0	-28
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:R1:O9:10	136.555	28	160	132
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:R1:T2:07	136.555	2828	56	-2772
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:R5:T4:03	136.555	45	0	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:0W:10	136.555	128	4	-124
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:17:03	136.555	36	1	-35
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:45:11	136.555	216	3	-213
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:81:10	136.555	32	1	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:B6:10	136.555	260	234	-26
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:P0:10	136.555	81	2	-79
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S7:Y6:02	136.555	57	1	-56
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S8:08:03	136.555	35	0	-35
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S8:25:07	136.555	45	0	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S8:25:10	136.555	52	0	-52
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:S8:F2:03	136.555	72	6	-66
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:T2:S9:04	136.555	500	6	-494
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:T5:M8:10	136.555	34	0	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:U3:94:03	136.555	53	88	35
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:U8:24:10	136.555	32	0	-32
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:U8:C8:10	136.555	66	2	-64
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V1:G4:03	136.555	22	3	-19
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V1:O6:10	136.555	30	0	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V2:18:10	136.555	22	1	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V2:O5:10	136.555	24	85	61
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V2:T4:10	136.555	48	0	-48
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V2:T8:12	136.555	19	0	-19
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:V9:93:10	136.555	45	0	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:W4:54:10	136.555	31	4	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:W7:26:10	136.555	304	3	-301
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:30:09	136.555	54	1	-53
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:B2:07	136.555	88	4	-84
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:M8:10	136.555	151	6	-145
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:M8:12	136.555	58	0	-58
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:R2:03	136.555	45	2	-43
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:U6:10	136.555	75	0	-75
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X5:X8:10	136.555	147	3	-144
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:X6:N7:03	136.555	34	1	-33
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Y7:0R:10	136.555	26	0	-26
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Y8:S9:10	136.555	24	27	3
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z1:W6:10	136.555	50	799	749
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z2:54:10	136.555	230	5	-225
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z2:T4:10	136.555	23	0	-23
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z5:M8:10	136.555	32	26	-6
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z6:Q1:10	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z9:P0:10	136.555	24	3	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_2A:Z9:Y6:03	136.555	47	69	22
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:0X:E9:09	136.555	121	2	-119
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:0X:F3:10	136.555	98	1	-97
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:0X:K5:02	136.555	47	1	-46
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:0Y:J6:09	136.555	84	1191	1107
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:0Y:T2:05	136.555	53	1	-52
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:28:F2:11	136.555	27	0	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:47:L0:11	136.555	30	0	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:51:J3:02	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:56:X3:02	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:76:49:08	136.555	23	1	-22
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:83:X3:07	136.555	45	8	-37
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:92:M8:07	136.555	33	2	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:95:20:06	136.555	82	2	-80
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:95:54:09	136.555	119	1	-118
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:95:G8:01	136.555	115	0	-115
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:B5:H6:03	136.555	29	27	-2
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:B5:M0:09	136.555	49	89	40
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:B5:S5:12	136.555	94	1	-93
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:B6:08:03	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:C4:17:09	136.555	36	12	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:C8:M4:09	136.555	38	4	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:D9:W2:09	136.555	22	2	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:E3:61:09	136.555	42	959	917
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:E4:B0:05	136.555	35	0	-35
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:F2:Y1:01	136.555	41	101	60
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:G4:T7:02	136.555	53	0	-53
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:H2:T4:09	136.555	51	0	-51
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:I4:F3:09	136.555	34	0	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:J1:49:08	136.555	68	2	-66
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:J1:A2:02	136.555	43	1	-42
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:J1:B2:11	136.555	52	78	26
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:K3:E2:12	136.555	22	0	-22
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:K7:E6:10	136.555	31	0	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:L9:0V:03	136.555	26	1	-25
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:N9:0N:11	136.555	86	4	-82
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:O8:50:11	136.555	26	2	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:O8:Y1:09	136.555	27	0	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:P2:0N:11	136.555	30	0	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:P5:J4:01	136.555	104	1	-103
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:P6:Y5:03	136.555	22	1	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:R6:T7:02	136.555	38	0	-38
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:R6:X8:09	136.555	37	0	-37
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:R9:56:07	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:S0:T0:09	136.555	31	1	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:S7:Y6:02	136.555	79	1	-78
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:S8:A2:02	136.555	46	5	-41
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:S8:X3:02	136.555	114	1	-113
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:W0:E9:09	136.555	21	0	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:X5:I1:09	136.555	58	24	-34
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:X5:J3:02	136.555	74	1	-73
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:X6:F8:06	136.555	189	2	-187
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:X6:W2:09	136.555	32	0	-32
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:Y3:E2:08	136.555	30	5	-25
scOpen	factored	293T_TFF1_DNA_Pool-1_3H:Z5:94:09	136.555	29	0	-29
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:03:0R:06	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:04:A4:07	136.555	232	247	15
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:04:Y6:05	136.555	21	0	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:08:41:03	136.555	81	2	-79
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:08:X3:06	136.555	24	8	-16
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:08:X7:07	136.555	27	0	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0E:06:02	136.555	50	197	147
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0E:08:09	136.555	44	31	-13
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0E:18:04	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0E:T8:07	136.555	55	3	-52
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0E:X3:02	136.555	24	0	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0H:Q8:09	136.555	45	0	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0P:C0:02	136.555	33	0	-33
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Q:O1:02	136.555	31	285	254
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Q:O9:05	136.555	31	1	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0T:54:12	136.555	28	0	-28
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0T:94:12	136.555	21	4	-17
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:0J:12	136.555	56	1	-55
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:0R:02	136.555	257	5	-252
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:49:02	136.555	88	1026	938
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:58:07	136.555	92	1	-91
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:98:07	136.555	189	479	290
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:E2:12	136.555	130	24	-106
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:F2:01	136.555	150	4	-146
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:J0:07	136.555	84	1	-83
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:N7:01	136.555	331	3	-328
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:N8:02	136.555	133	4	-129
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:Q0:10	136.555	55	2	-53
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:S6:02	136.555	91	0	-91
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:S9:03	136.555	355	10	-345
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:V3:06	136.555	44	0	-44
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:Z3:02	136.555	110	1	-109
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0X:Z6:01	136.555	35	4	-31
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:32:02	136.555	29	2	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:81:06	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:D3:02	136.555	89	27	-62
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:E8:06	136.555	40	1	-39
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:G9:09	136.555	41	1	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:I1:02	136.555	40	0	-40
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:P4:04	136.555	63	0	-63
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:T2:05	136.555	33	68	35
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:T8:04	136.555	386	5	-381
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:X8:12	136.555	20	0	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:0Y:Y5:12	136.555	42	3	-39
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:12:S9:06	136.555	53	0	-53
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:15:94:06	136.555	70	3	-67
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:15:H8:12	136.555	27	156	129
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:27:84:02	136.555	25	5	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:27:M1:02	136.555	23	2	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:28:0I:12	136.555	333	290	-43
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:28:F3:04	136.555	98	1	-97
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:35:A4:09	136.555	23	9	-14
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:35:K2:02	136.555	28	0	-28
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:35:M0:02	136.555	51	2	-49
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:35:N8:04	136.555	43	0	-43
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:14:03	136.555	27	20	-7
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:84:02	136.555	100	1	-99
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:D0:04	136.555	57	333	276
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:G0:12	136.555	49	2	-47
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:V3:02	136.555	29	1	-28
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:47:Y2:11	136.555	83	234	151
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:48:R2:06	136.555	106	0	-106
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:48:X0:04	136.555	25	0	-25
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:52:P8:10	136.555	30	0	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:52:Z2:02	136.555	43	6	-37
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:60:E8:07	136.555	66	0	-66
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:60:T4:12	136.555	61	8	-53
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:63:L4:06	136.555	123	358	235
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:63:X7:02	136.555	20	2	-18
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:64:B6:09	136.555	51	43	-8
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:67:I2:02	136.555	770	2	-768
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:67:T8:06	136.555	23	2	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:68:0N:06	136.555	31	23	-8
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:71:72:09	136.555	26	2	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:72:E2:06	136.555	30	1	-29
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:75:K4:09	136.555	48	3	-45
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:75:T4:12	136.555	21	0	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:76:50:02	136.555	60	1	-59
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:76:50:09	136.555	68	5	-63
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:76:F3:04	136.555	32	2	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:76:O1:04	136.555	23	3	-20
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:79:72:06	136.555	27	0	-27
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:79:L8:04	136.555	210	0	-210
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:80:B6:06	136.555	19	3	-16
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:80:E6:02	136.555	29	0	-29
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:80:X8:02	136.555	34	1	-33
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:83:72:12	136.555	55	1	-54
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:83:I2:09	136.555	22	1	-21
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:83:J4:09	136.555	65	0	-65
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:83:Y5:03	136.555	43	0	-43
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:87:O1:02	136.555	32	3569	3537
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:87:Y9:07	136.555	34	125	91
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:88:I2:02	136.555	25	1	-24
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:88:J6:02	136.555	31	1	-30
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:91:54:12	136.555	30	2	-28
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:91:I2:02	136.555	36	3	-33
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:91:Y1:02	136.555	41	0	-41
scOpen	factored	293T_TFF1_DNA_Pool-1_3G:95:34:02	136.555	689	2	-687
