input	kind	barcode	umi_total
cisTopic	factored	293T_TFF1_DNA_Pool-1_5G:X5:X0:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5G:X6:E6:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5G:X6:F2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:08:H0:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0H:94:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0H:N7:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0T:K2:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0X:A4:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0X:D7:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0X:S9:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0X:S9:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:0Y:P8:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:19:G2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:24:Y1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:28:F2:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:47:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:47:D7:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:47:E8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:55:M8:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:63:D7:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:64:54:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:02:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:81:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:D4:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:F3:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:G5:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:K2:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:L6:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:95:Z3:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:99:M8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:A3:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:A4:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:A7:T4:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:B6:Y1:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:C0:Y1:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:C4:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:C7:E8:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:E3:46:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:E3:F3:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:F7:O1:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:H2:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:H6:N7:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:I0:A4:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:J1:A4:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:J1:G9:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:J6:Y5:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:L1:J6:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:M0:E2:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:M4:78:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:N1:N8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:N9:D3:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:O0:L0:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:O7:76:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:O7:B3:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:Q4:F8:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:Q8:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:Q8:D7:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:R2:S1:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:R6:M0:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S0:K0:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S7:F8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S7:H3:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S8:F3:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S8:F3:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:S8:F8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:U3:K0:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:U8:F2:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:V2:56:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:V6:0F:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:V9:T0:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X5:C0:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X5:G8:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X5:G9:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X5:J6:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X6:84:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X6:A4:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:X9:H4:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5F:Y7:49:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:08:56:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:08:Y5:06	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0A:Q1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0A:T4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0X:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0X:98:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0Y:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0Y:81:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:0Y:V0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:20:22:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:24:Y1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:43:K5:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:47:D7:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:51:I1:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:63:X7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:67:32:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:71:Y1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:72:P3:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:80:E9:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:80:N0:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:84:I1:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:84:U6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:91:L7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:95:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:95:72:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:95:S9:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:A3:Q8:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:A4:T8:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:C8:98:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:E3:O9:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:E3:T0:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:F1:T4:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:F2:Z0:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:G8:D2:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:I4:H7:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:J1:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:J1:R4:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:J1:Y5:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:K8:U6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:L9:D3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:M0:U6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:M3:13:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:M3:M0:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:M4:Y5:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:N9:81:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:N9:98:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:N9:K1:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:N9:U5:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:N9:U6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:O0:84:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:Q8:A4:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:S3:E8:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:S7:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:S7:R4:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:S8:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:U8:U6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:V9:Y5:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:W3:L3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:0O:12	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:D0:06	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:E1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:G4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:J6:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:O2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:X5:X0:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:Y4:84:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:Y7:J0:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:Z9:0K:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5E:Z9:O5:06	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:08:J6:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0D:14:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0D:E6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0L:78:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0M:F3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0P:K1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Q:0A:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Q:J0:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Q:P8:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:0N:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:49:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:F3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:H2:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:H8:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:K4:06	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:K5:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:P3:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:T0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:U5:08	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:X8:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:Y6:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0X:Z8:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:14:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:98:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:E2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:F8:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:H6:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:H6:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:J0:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:Z0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:0Y:Z3:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:12:54:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:12:E2:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:20:97:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:24:0W:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:24:24:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:24:Y1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:35:49:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:35:O1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:39:Z0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:40:68:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:40:90:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:44:U6:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:47:14:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:47:D2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:47:E8:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:47:H4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:47:O6:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:51:97:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:51:J0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:55:K2:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:64:H3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:72:20:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:72:A0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:80:R3:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:80:T2:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:91:I1:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:97:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:C9:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:E6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:F3:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:M1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:X4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:95:Y2:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:96:B3:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:96:E2:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:A7:76:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B1:S9:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B2:E2:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B2:E2:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B2:L7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B5:S1:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B5:T8:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B5:Y6:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B9:34:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:B9:94:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:C7:B2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:D1:76:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:D1:V6:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:D9:50:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:E3:90:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:E3:H6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:E3:S9:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:E4:0N:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:E4:E6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:F1:77:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:F5:B2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:G0:0O:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:G3:D2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:G3:J0:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:G8:Y5:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:H1:E2:05	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:H6:Y1:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:I7:D7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J1:09:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J1:0N:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J1:20:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J1:D2:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J1:S6:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J2:O1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:J9:M1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:K0:N7:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:L1:L7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:L2:N7:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:L5:M0:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:M0:E2:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:M4:0W:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:M8:T8:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:A5:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:I9:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:Q8:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:T2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:Y2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:N9:Z6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:O0:O1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:O0:T8:02	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:O7:H2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:O7:Q8:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:P2:N8:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:P6:90:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:P6:T4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:Q0:E2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R1:N4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R1:N8:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R1:Y2:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R2:V6:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R5:G4:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:R6:F2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S0:O1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S0:W0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S3:20:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S4:94:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S7:97:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S7:C0:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S7:E1:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S7:E2:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S7:H6:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S8:0F:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S8:0N:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:S8:R4:11	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:T5:O1:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:V1:H2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:V2:M1:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:V9:20:03	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:V9:I1:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:W0:78:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:W0:H3:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X1:78:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:09:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:0N:04	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:0R:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:24:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:D7:10	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:E8:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:G0:07	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:G2:01	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5D:X5:J4:09	1.00001e+06
cisTopic	factored	293T_TFF1_DNA_Pool-1_5C:0H:X7:07	1.00001e+06
