input	kind	barcode	umi_total
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:S7:77:02	722218
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:S7:J4:03	1.8579e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:S8:H2:08	485466
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:U0:50:01	750905
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:U0:54:03	1.04308e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:U4:P0:10	853505
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:V6:0F:01	763574
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:W7:61:03	618463
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:W7:A4:07	316131
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X5:29:02	755102
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X5:56:04	1.37941e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X5:98:03	1.2716e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X5:C8:04	1.50635e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X5:P0:10	1.5388e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7F:X6:S1:03	204649
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:0Q:R0:05	1.48027e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:0X:98:12	1.40612e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:0X:H0:12	314282
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:0X:T0:03	1.87839e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:0X:Y6:12	598097
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:15:P4:02	2.11747e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:24:J0:10	734485
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:28:X8:11	592016
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:39:O6:02	1.08481e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:56:33:05	922350
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:68:U6:01	419965
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:72:A0:09	543977
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:87:D3:02	563725
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:95:E1:03	1.30747e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:95:O6:03	1.39275e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:A4:E2:12	800686
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:B1:O2:08	721321
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:E0:58:06	906544
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:E3:D4:01	716596
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:F1:V7:10	1.26968e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:F2:T4:02	949593
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:F7:O6:05	550199
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:I3:50:02	556997
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:K0:78:02	748611
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:K3:Y2:01	773031
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:L1:M0:01	3.89434e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:L9:X8:01	2.53451e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:M3:B6:11	834589
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:M3:K5:12	245365
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:M4:G0:05	1.25843e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:N6:G4:06	925809
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:N9:25:06	529053
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:R1:46:02	1.05024e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:R6:17:02	1.19183e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:S0:I0:02	1.07575e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:S7:Q8:01	1.08583e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:S8:98:11	1.14084e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:T1:17:11	482753
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X1:0N:11	1.00479e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X5:25:06	516763
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X5:D2:02	1.36564e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X5:D3:02	1.13056e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X5:M8:10	1.35699e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:X6:0J:02	1.25049e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:Z1:69:04	704743
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:Z2:B0:02	557810
scOpen	factored	293T_TFF1_DNA_Pool-2_7E:Z6:W1:02	1.46093e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:08:0N:04	1.55316e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:08:24:02	308575
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:08:58:12	603686
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0I:0N:11	895636
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0I:20:03	878595
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0P:20:03	1.11156e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0Q:H4:02	1.08652e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0T:20:03	629198
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0T:Z3:12	1.03339e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0X:A2:12	2.72963e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0X:A6:07	473233
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0X:C8:03	930377
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0X:T4:04	998143
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0Y:0N:04	3.37418e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0Y:90:02	625921
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0Y:Q0:04	1.03557e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:0Y:T4:04	686104
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:19:76:04	801890
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:24:Y1:01	719359
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:27:O6:10	620906
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:40:G4:01	374405
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:47:0N:04	978631
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:56:T8:05	542896
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:60:T0:02	1.20412e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:63:A4:02	492330
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:64:S6:04	574768
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:67:45:04	749320
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:72:20:03	447995
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:72:X7:03	3.40985e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:83:K2:03	846394
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:91:X0:02	919830
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:95:0N:04	1.22451e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:95:E1:03	1.19947e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:95:K4:03	1.02895e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:96:34:04	935395
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:96:G1:02	606985
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:96:M4:04	488134
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:99:E2:03	2.20053e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:A4:94:02	763272
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:A7:S6:12	378829
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:B2:45:12	416969
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:B2:H4:02	652229
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:B2:Y6:02	1.61404e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:D6:V7:03	3.84523e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:E3:0N:04	1.02702e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:E3:17:04	346810
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:E3:C0:12	1.09352e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:E3:U5:08	1.56039e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:E4:0N:04	992889
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:F1:E6:06	780250
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:G0:17:12	690519
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:G0:Y6:04	690072
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:G8:T7:12	323011
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:H2:C0:04	773563
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:I4:R4:12	2.51703e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:0N:04	3.08724e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:46:02	884339
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:54:12	645827
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:77:04	208957
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:F2:04	682668
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:I0:04	1.26162e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J1:S6:04	982173
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J2:T2:04	673285
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:J9:V0:12	1.43587e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:K3:N7:03	561834
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:K4:0N:02	315388
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:K7:J3:03	678242
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:K7:Q0:02	860048
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:L5:F3:01	434269
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:L5:F8:09	4.91632e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:M0:41:02	1.12213e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:M3:H2:04	387735
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:N5:H3:04	693101
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:N9:0N:04	1.31876e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:O0:T8:02	481232
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:O7:0F:01	689559
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:O7:X8:08	866129
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:P1:20:03	1.24152e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:P6:0N:04	760928
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Q0:P0:02	845754
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Q4:Y6:04	669076
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Q8:G2:01	306111
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:R1:50:02	930601
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:R1:A6:01	692477
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:R1:X7:04	1.9801e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:R5:C0:11	1.75433e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:R5:F6:04	556675
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S0:J0:03	439749
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S4:N7:02	1.34513e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S7:22:12	865125
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S7:E1:04	625587
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S7:N7:04	1.08451e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S7:V0:04	838330
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S8:0F:01	1.09747e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S8:37:04	538720
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S8:B7:12	573007
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:S8:N8:12	1.60264e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:U0:29:04	1.4563e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:U0:M1:12	1.23102e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:U4:P0:10	609627
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:V9:H3:04	872942
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:W3:W2:04	483853
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:W7:L0:03	2.0599e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X1:0N:04	307740
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:06:02	886538
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:0N:04	1.75373e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:34:04	558174
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:B0:04	1.6212e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:B7:08	620686
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:D7:10	1.04249e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:F3:01	860417
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:P0:10	1.77081e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X5:Y5:02	1.15234e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X6:56:12	690360
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:X9:M0:01	558389
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Z1:45:03	615893
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Z1:D2:12	525773
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Z1:Z8:02	661234
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Z5:F3:03	257515
scOpen	factored	293T_TFF1_DNA_Pool-2_7D:Z5:Y1:02	1.49897e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:07:22:01	906019
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0E:H6:01	507365
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0I:E1:01	1.08382e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0I:T0:03	485285
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0M:G9:01	516726
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0P:76:01	1.19103e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0T:H7:01	752964
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0X:G0:01	2.04699e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0X:N7:01	974466
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0X:N7:09	1.15693e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0X:T4:01	1.66463e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0Y:0R:01	2.32431e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0Y:G4:09	867196
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0Y:T2:05	1.06568e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0Y:T4:01	1.14583e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:0Y:V0:09	2.49053e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:11:F3:10	1.02758e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:12:K5:01	4.61976e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:19:Y5:01	684183
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:24:C0:01	656310
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:47:0A:04	776412
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:47:E2:01	1.19633e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:47:F3:09	1.09286e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:47:L4:09	418923
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:55:F3:01	2.15904e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:60:T4:01	863724
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:63:X4:07	1.32117e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:64:C0:01	1.17008e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:71:M8:01	918694
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:72:A0:01	1.13654e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:80:18:01	518313
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:80:Q4:01	572041
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:87:M8:01	678219
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:91:Q4:01	1.03618e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:95:E1:03	980781
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:95:O1:01	1.11687e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:95:X8:01	4.5075e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:96:C8:01	1.5184e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:A4:08:01	450607
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:A4:E6:01	307287
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:A4:M8:01	1.43411e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:A7:46:08	1.14429e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:A7:M0:11	1.33165e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:B5:P4:01	931730
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:D5:G4:09	843784
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:E3:0A:04	844299
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:E3:C9:01	768577
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:E3:D4:01	4.80058e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:F1:54:01	782441
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:F2:54:01	780736
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:F7:O6:01	930955
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:G3:0O:01	396236
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:G4:X7:01	869601
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:H1:Y5:01	585709
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:J1:45:01	1.72278e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:J1:F3:09	1.71726e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:J2:76:01	1.48253e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:J9:K2:01	245849
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:L2:T8:01	1.06932e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:L5:N8:01	644904
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:L9:54:01	789858
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:M3:84:01	437710
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:M4:T4:01	845361
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:M8:Y6:01	855071
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:N9:0A:04	1.11269e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:N9:56:09	540406
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:N9:E2:01	3.08501e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:O3:49:01	780196
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:O7:54:01	713100
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:O7:K1:01	620718
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:Q4:G1:09	957080
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:R1:0A:04	417942
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:R5:E2:01	688792
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:R6:32:09	424886
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:R6:F8:09	629092
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:R6:Z8:01	872396
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:S7:94:01	720189
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:S7:H2:01	1.40506e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:U3:E6:07	1.16017e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:V2:06:07	604766
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:V9:N8:01	1.08712e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:76:01	1.55002e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:81:01	1.08821e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:C0:01	1.28398e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:I9:09	919801
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:J4:01	983955
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:O1:01	1.92545e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X5:T0:06	652644
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X6:46:11	530195
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X6:M8:01	1.0027e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X6:N8:01	502916
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X6:T0:01	351107
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:X9:J0:01	575594
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:Y3:E2:08	467713
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:Y7:E2:01	528515
scOpen	factored	293T_TFF1_DNA_Pool-2_7C:Y7:G8:08	959944
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0I:20:03	270366
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0X:20:06	938704
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0X:61:01	1.24438e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0X:69:08	680690
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0X:B3:11	541836
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0X:K0:06	792118
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:0Y:41:06	1.31419e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:12:0O:02	1.01523e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:12:0O:09	517239
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:15:T0:03	1.00641e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:20:F8:12	1.00632e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:24:J0:10	474524
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:32:N0:05	820086
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:36:T0:06	60001.1
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:39:T0:06	516571
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:43:0V:06	1.05167e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:43:Y6:02	507818
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:47:56:06	676223
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:47:O9:03	849156
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:55:S1:07	370985
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:64:0V:05	619567
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:92:98:02	541832
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:95:02:02	809551
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:95:E1:03	1.98178e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:95:L0:07	479255
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:C4:G8:02	1.25395e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:E3:09:06	808344
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:E3:D4:01	1.02683e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:E3:U5:08	547817
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:E3:Y2:02	2.21616e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:H6:0V:06	324699
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:H6:X7:03	1.40223e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:J1:20:06	405038
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:K7:14:02	1.09551e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:L6:Q5:03	579555
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:M4:0K:02	753399
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:M8:54:06	1.39756e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:N9:0V:05	620168
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:N9:L8:02	747121
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:O7:0N:11	444833
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:P6:G8:01	436864
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:S7:0V:05	650236
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:S7:B0:06	483823
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:S7:U5:08	1.19998e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:S8:72:04	1.18658e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:S8:K1:01	1.31484e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:U3:T0:06	1.03261e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:U4:P0:10	112403
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:V9:17:09	562594
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:W8:X3:07	606903
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:X5:0R:04	1.16491e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:X5:0V:05	968494
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:X5:M8:12	1.04302e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:X5:O9:03	1.05952e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7B:Y0:X7:06	616775
scOpen	factored	293T_TFF1_DNA_Pool-2_7A:03:B6:10	925679
scOpen	factored	293T_TFF1_DNA_Pool-2_7A:03:M4:10	4.46679e+06
scOpen	factored	293T_TFF1_DNA_Pool-2_7A:08:G8:01	1.29222e+06
