barcode	raw	cisTopic	FITS	scOpen	MAGIC	PUscOpen	cicero	scbasset	scbasset_puscopen	scbasset_cistopic	scbasset_cistopic_puscopen
293T_TFF1_DNA_Pool-2_12C:0X:N7:01	59	2818.21	207160	703278	827482	713771	68.1402	59	740577	131	145
293T_TFF1_DNA_Pool-2_12C:0X:P0:05	231	4949.95	2.80067e+06	1.77069e+06	2.62119e+06	1.99567e+06	272.302	231	506622	343	361
293T_TFF1_DNA_Pool-2_12C:0X:U6:02	40	5426.1	2.50783e+06	793191	849793	0	45.0663	40	0	182	207
293T_TFF1_DNA_Pool-2_12C:0X:V0:02	69	1732.49	0	1.52564e+06	888995	332676	85.8206	69	665681	113	120
293T_TFF1_DNA_Pool-2_12C:0Y:76:05	27	3884.87	1.62334e+06	704451	705648	0	31.8562	27	0	132	146
293T_TFF1_DNA_Pool-2_12C:0Y:R7:03	23	1138.91	1.58252e+06	415220	668922	473569	26.9725	23	543432	53	59
293T_TFF1_DNA_Pool-2_12C:0Y:S1:05	65	1131.38	0	922960	751518	2579.32	78.8192	65	105887	95	101
293T_TFF1_DNA_Pool-2_12C:0Y:T2:05	31	11075.4	201391	485790	184137	0	32.6286	31	0	344	379
293T_TFF1_DNA_Pool-2_12C:0Y:T4:05	76	5305.69	0	1.57676e+06	1.38688e+06	874873	94.5403	76	284595	204	219
293T_TFF1_DNA_Pool-2_12C:11:F3:10	38	1844.18	0	2.64641e+06	619955	0	45.0156	38	0	88	94
293T_TFF1_DNA_Pool-2_12C:19:Y5:01	25	4513.88	1.89227e+06	743565	808100	90195.1	32.0558	25	157711	147	166
293T_TFF1_DNA_Pool-2_12C:27:V3:03	121	1947.78	775641	1.30816e+06	1.3023e+06	190167	137.885	121	359478	171	179
293T_TFF1_DNA_Pool-2_12C:31:F8:05	64	3321.87	0	1.19242e+06	1.26962e+06	80087.4	73.5137	64	268465	151	163
293T_TFF1_DNA_Pool-2_12C:39:G4:05	28	1053.02	1.38507e+06	637758	771194	1.10088e+07	33.3703	28	2.17927e+07	54	56
293T_TFF1_DNA_Pool-2_12C:47:H6:07	27	2275.68	1.85307e+06	708261	619260	0	30.5487	27	0	87	92
293T_TFF1_DNA_Pool-2_12C:47:Q0:10	47	3320.4	650623	1.09318e+06	1.08663e+06	190005	57.8768	47	768064	140	155
293T_TFF1_DNA_Pool-2_12C:47:V0:06	122	1975	207147	930612	851319	113878	135.965	122	113171	168	178
293T_TFF1_DNA_Pool-2_12C:60:K0:02	26	2323.88	1.58544e+06	654753	1.43975e+06	1.00345e+06	29.1727	26	104576	88	96
293T_TFF1_DNA_Pool-2_12C:72:A0:09	21	2444.59	1.24628e+06	514491	619545	371441	24.4769	21	434065	87	98
293T_TFF1_DNA_Pool-2_12C:80:34:02	27	4026.12	0	514282	225395	7.90906e+06	29.6206	27	137877	135	154
293T_TFF1_DNA_Pool-2_12C:83:V3:02	50	531.965	483561	1.1565e+06	789718	0	64.1561	50	53712.1	64	69
293T_TFF1_DNA_Pool-2_12C:95:56:04	35	2108.79	0	893237	466201	3.05716e+06	41.5655	35	934352	90	100
293T_TFF1_DNA_Pool-2_12C:95:T4:05	59	569.923	488889	1.26013e+06	774646	937404	77.4324	59	525914	75	81
293T_TFF1_DNA_Pool-2_12C:A0:D7:02	101	1362.69	977953	1.8308e+06	1.9445e+06	3.27768e+06	116.482	101	5.68792e+06	138	149
293T_TFF1_DNA_Pool-2_12C:B2:84:02	22	1129.97	0	581541	26402.2	0	27.1156	22	102704	51	57
293T_TFF1_DNA_Pool-2_12C:C0:G4:02	20	1582.26	375237	322524	698508	201344	21.211	20	0	63	67
293T_TFF1_DNA_Pool-2_12C:D1:A2:05	439	4874.75	1.0058e+07	2.70645e+06	4.52162e+06	1.43157e+06	497.651	439	2.11966e+06	547	579
293T_TFF1_DNA_Pool-2_12C:E0:F3:01	89	19007.7	176816	1.01273e+06	862854	0	95.6266	89	0	616	669
293T_TFF1_DNA_Pool-2_12C:E3:22:02	29	1482.28	0	1.21182e+06	904511	0	34.6778	29	3.04145e+06	68	72
293T_TFF1_DNA_Pool-2_12C:E3:98:05	39	5046.59	0	830172	981416	2.35223e+06	48.8108	39	0	178	193
293T_TFF1_DNA_Pool-2_12C:E3:D4:01	36	12677.8	2.05433e+06	910634	1.15356e+06	781650	41.031	36	807199	331	360
293T_TFF1_DNA_Pool-2_12C:E3:J6:05	45	1379.38	0	858034	778736	0	57.5238	45	0	84	89
293T_TFF1_DNA_Pool-2_12C:E3:J6:08	33	9648.54	0	774105	707401	29023.6	40.6995	33	14520.3	300	323
293T_TFF1_DNA_Pool-2_12C:E4:Y1:05	34	12760.5	0	155036	776268	0	35.0702	34	0	330	359
293T_TFF1_DNA_Pool-2_12C:G8:J6:03	42	1545.3	0	541405	1.12946e+06	113726	49.3082	42	204028	86	93
293T_TFF1_DNA_Pool-2_12C:G8:P0:05	31	5116.01	0	544321	619025	1.48152e-23	35.615	31	0	172	190
293T_TFF1_DNA_Pool-2_12C:H2:J3:05	24	4509.49	0	723114	747500	20810.8	26.0359	24	36251.8	146	157
293T_TFF1_DNA_Pool-2_12C:H5:0N:02	159	5015.77	2.70436e+06	1.91899e+06	1.26263e+06	7.62634e+06	190.342	159	8.13594e+06	278	296
293T_TFF1_DNA_Pool-2_12C:H9:J4:05	1421	13610.3	3.59462e+06	4.10533e+06	1.44229e+07	2.71057e+06	1578.61	1421	2.36268e+06	1670	1757
293T_TFF1_DNA_Pool-2_12C:I3:T7:02	156	3002.82	204854	1.13642e+06	997173	606100	186.776	156	575481	233	245
293T_TFF1_DNA_Pool-2_12C:I4:B6:02	37	2326.26	2.08231e+06	1.16672e+06	742913	33197.3	48.8643	37	76627.3	97	107
293T_TFF1_DNA_Pool-2_12C:J1:46:03	101	1633.08	1.70129e+06	1.40258e+06	729082	694112	119.773	101	1.33494e+06	141	151
293T_TFF1_DNA_Pool-2_12C:J1:56:04	29	2550.6	2.04992e+06	769827	603505	462724	37.186	29	666721	92	98
293T_TFF1_DNA_Pool-2_12C:J1:M8:02	120	4671.89	0	1.36297e+06	950315	384559	133.489	120	426724	237	253
293T_TFF1_DNA_Pool-2_12C:K7:T0:02	25	1615.22	1.71543e+06	760751	774251	145213	29.0677	25	120368	69	78
293T_TFF1_DNA_Pool-2_12C:M0:49:02	35	10814	1.13063e+06	1.00044e+06	746712	0	42.2574	35	225278	294	324
293T_TFF1_DNA_Pool-2_12C:M3:29:02	36	9022.75	0	794203	816625	0	45.8815	36	0	294	311
293T_TFF1_DNA_Pool-2_12C:M3:E2:03	268	4160.48	5.97878e+06	1.63327e+06	1.56726e+06	1.23312e+06	300.017	268	1.00547e+06	366	403
293T_TFF1_DNA_Pool-2_12C:M3:Y1:03	39	4287.81	1.58037e+06	1.02921e+06	843673	437728	42.5057	39	774135	151	169
293T_TFF1_DNA_Pool-2_12C:M8:X0:02	21	885.776	1.57146e+06	354472	748629	0	24.0621	21	0	45	49
293T_TFF1_DNA_Pool-2_12C:N9:17:02	48	2990.89	0	1.02735e+06	815031	1.2687e+06	60.4434	48	60403.4	127	141
293T_TFF1_DNA_Pool-2_12C:N9:17:05	64	1622.56	3.24381e+06	1.50406e+06	804362	6.94181e+06	74.8273	64	2.28891e+06	101	111
293T_TFF1_DNA_Pool-2_12C:N9:54:03	104	3472.9	0	1.64326e+06	954282	37923.4	130.104	104	142639	196	212
293T_TFF1_DNA_Pool-2_12C:N9:56:04	45	3687.95	2.06418e+06	662562	776507	0	50.1619	45	0	143	151
293T_TFF1_DNA_Pool-2_12C:N9:A0:02	33	2942.33	0	712227	845818	5.89284e+06	42.086	33	1.19006e+06	109	120
293T_TFF1_DNA_Pool-2_12C:N9:A4:02	56	985.1	0	990135	774132	1.08925e+07	64.1684	56	1.22381e+06	82	84
293T_TFF1_DNA_Pool-2_12C:N9:H8:07	23	2302.68	1.58508e+06	304868	561312	0	23.4002	23	0	85	91
293T_TFF1_DNA_Pool-2_12C:N9:R4:03	85	2373.28	2.52644e+06	1.09747e+06	785303	905087	99.4593	85	866823	145	163
293T_TFF1_DNA_Pool-2_12C:N9:T0:02	65	9984.75	0	644166	741353	0	74.9183	65	79110.7	318	350
293T_TFF1_DNA_Pool-2_12C:O7:P0:05	168	3788.59	1.90394e+06	1.4595e+06	1.07713e+06	4.67399e+06	185.288	168	8.25285e+06	258	281
293T_TFF1_DNA_Pool-2_12C:O8:0O:12	20	1612.29	0	400985	558319	4692.26	24.8724	20	130931	63	67
293T_TFF1_DNA_Pool-2_12C:P1:E9:05	21	1466.69	0	464920	229931	0	24.2434	21	0	59	64
293T_TFF1_DNA_Pool-2_12C:P9:32:02	53	1391.56	3.13918e+06	768304	807110	1.1406e+06	61.2833	53	9.73123e+06	88	92
293T_TFF1_DNA_Pool-2_12C:P9:54:05	48	1280.87	0	1.02739e+06	682926	1.08149e+06	58.8247	48	770352	81	83
293T_TFF1_DNA_Pool-2_12C:P9:72:11	26	2167.32	2.09529e+06	952421	757327	2.22996e-12	32.2167	26	117075	84	92
293T_TFF1_DNA_Pool-2_12C:Q8:E2:09	25	15985.9	375362	536126	645984	72019.3	33.4181	25	160787	459	505
293T_TFF1_DNA_Pool-2_12C:R1:A6:01	29	2720.97	0	618608	725865	115469	37.0705	29	88875.6	102	114
293T_TFF1_DNA_Pool-2_12C:R1:K0:11	22	1009.26	603823	2.08507e+06	1.12964e+06	6.26955e+06	29.5139	22	9.03729e+06	49	53
293T_TFF1_DNA_Pool-2_12C:R6:K5:05	48	3502.98	0	676451	761567	345474	51.6721	48	349125	136	148
293T_TFF1_DNA_Pool-2_12C:R9:98:03	21	1323.62	538805	572324	469664	18290.4	24.2643	21	37946.4	59	66
293T_TFF1_DNA_Pool-2_12C:R9:S1:02	230	4970.17	0	1.53072e+06	1.27725e+06	1.33643e+06	262.346	230	2.34772e+06	350	367
293T_TFF1_DNA_Pool-2_12C:S0:F2:05	38	2142.52	1.44487e+06	468639	247157	281378	43.8511	38	0	95	106
293T_TFF1_DNA_Pool-2_12C:S3:E6:03	513	3994.18	1.20674e+07	2.85285e+06	5.33154e+06	1.91805e+06	576.694	513	2.90068e+06	605	639
293T_TFF1_DNA_Pool-2_12C:S4:D0:03	21	2347.42	613334	1.13378e+06	805315	519093	26.3657	21	647866	83	95
293T_TFF1_DNA_Pool-2_12C:S7:32:12	28	3694.24	0	546750	680472	314995	30.5691	28	213862	121	140
293T_TFF1_DNA_Pool-2_12C:S7:O2:05	96	1176.59	1.52002e+06	798610	853841	1.23828e+06	104.087	96	1.6498e+06	119	125
293T_TFF1_DNA_Pool-2_12C:S7:O9:01	67	11920.4	512291	782088	700040	530142	75.7268	67	1.08277e+06	385	415
293T_TFF1_DNA_Pool-2_12C:S8:66:08	53	1341.89	0	909572	1.05659e+06	242058	62.872	53	339103	87	95
293T_TFF1_DNA_Pool-2_12C:S8:X3:06	21	1264.41	2.40982e+06	634185	758078	1.11802e+06	25.3808	21	79110.7	55	59
293T_TFF1_DNA_Pool-2_12C:S8:Y1:02	51	9524.24	2.08959e+06	961138	848121	0	60.6031	51	0	314	343
293T_TFF1_DNA_Pool-2_12C:T5:B2:01	35	7124.8	1.87904e+06	760989	743138	0	41.2287	35	180792	228	246
293T_TFF1_DNA_Pool-2_12C:U8:46:11	20	2568.13	186142	541933	21772.8	0	21.9658	20	172648	89	101
293T_TFF1_DNA_Pool-2_12C:U8:P0:02	24	5125.77	0	1.10046e+06	711850	0	29.7319	24	0	152	162
293T_TFF1_DNA_Pool-2_12C:V2:T7:03	22	1682.22	2.03895e+06	678892	631169	446748	25.6875	22	676416	67	71
293T_TFF1_DNA_Pool-2_12C:X2:0F:05	39	2857.7	2.09411e+06	971517	700971	968394	48.1939	39	1.72366e+06	112	122
293T_TFF1_DNA_Pool-2_12C:X2:M0:02	22	931.898	0	787731	788091	611573	29.9043	22	1.25837e+06	47	50
293T_TFF1_DNA_Pool-2_12C:X5:17:05	82	4816.67	0	1.03898e+06	853568	0	95.4715	82	0	204	221
293T_TFF1_DNA_Pool-2_12C:X5:22:03	42	3844.74	0	938968	863391	574542	45.9377	42	2.09006e+06	142	156
293T_TFF1_DNA_Pool-2_12C:X5:56:04	50	3294.29	1.79511e+06	1.41484e+06	869976	70584.2	68.4763	50	199146	135	150
293T_TFF1_DNA_Pool-2_12C:X5:C0:02	70	1739.47	0	1.09865e+06	856145	89268.6	79.8187	70	160681	114	121
293T_TFF1_DNA_Pool-2_12C:X5:E8:05	265	15132.1	1.95042e+06	2.50885e+06	3.8994e+06	5.09866e+06	314.783	265	1.90333e+06	606	662
293T_TFF1_DNA_Pool-2_12C:X5:I0:02	37	1898.36	1.13768e+06	906515	778652	0	44.1145	37	79110.7	85	92
293T_TFF1_DNA_Pool-2_12C:X5:I2:02	70	2119.64	2.9074e+06	1.26116e+06	845621	889403	83.2128	70	238835	124	133
293T_TFF1_DNA_Pool-2_12C:X5:P0:03	82	3478.64	352550	1.06923e+06	880065	1.38305e+06	97.8196	82	529711	169	180
293T_TFF1_DNA_Pool-2_12C:X5:T0:06	228	12549.6	0	1.69292e+06	751294	3.96597e+06	270.573	228	1.17063e+06	558	600
293T_TFF1_DNA_Pool-2_12C:X5:T2:05	104	7450.81	0	1.23741e+06	1.12156e+06	247514	123.958	104	472350	290	319
293T_TFF1_DNA_Pool-2_12C:X5:X3:04	65	1000.42	0	640753	802869	0	72.7491	65	0	91	95
293T_TFF1_DNA_Pool-2_12C:Z2:V0:05	78	2531.01	0	861743	888837	1.2623e+06	87.1467	78	581312	146	162
293T_TFF1_DNA_Pool-2_12C:Z6:46:03	44	1497.88	1.31843e+06	1.71602e+06	844534	8.41415e+06	53.0081	44	1.13365e+07	83	89
293T_TFF1_DNA_Pool-2_12C:Z6:T0:06	35	3744.85	1.75369e+06	714774	800307	846807	38.3606	35	2.32547e+06	130	140
293T_TFF1_DNA_Pool-2_12C:Z6:V0:05	87	1245.69	300621	761995	618822	75462.4	95.6724	87	0	121	125
293T_TFF1_DNA_Pool-2_12C:Z9:L7:05	115	23222.5	0	1.7524e+06	1.12604e+06	1.52521e+06	139.967	115	716861	658	720
293T_TFF1_DNA_Pool-2_12B:03:Y1:02	41	1146.18	2.36867e+06	1.02748e+06	812731	67571.3	50.5429	41	79110.7	71	80
293T_TFF1_DNA_Pool-2_12B:08:56:04	20	1257.51	1.62844e+06	393159	652490	0	23.8649	20	79110.7	53	56
293T_TFF1_DNA_Pool-2_12B:08:K2:05	21	2183.53	1.6379e+06	655391	804920	671792	25.0249	21	62911	78	84
293T_TFF1_DNA_Pool-2_12B:0A:50:03	900	3026.42	6.98905e+06	3.28717e+06	1.23685e+07	1.54767e+06	1016.88	900	1.34402e+06	957	991
293T_TFF1_DNA_Pool-2_12B:0H:61:03	38	3636.73	1.88152e+06	946827	2.12642e+06	404794	46.5082	38	603117	136	146
293T_TFF1_DNA_Pool-2_12B:0H:76:08	21	1435.02	971222	633788	986951	0	26.909	21	0	60	66
293T_TFF1_DNA_Pool-2_12B:0H:G4:05	152	2099.13	2.72099e+06	1.60585e+06	896966	6.23596e+06	175.277	152	8.55684e+06	203	222
293T_TFF1_DNA_Pool-2_12B:0I:J6:05	591	3759.42	6.49682e+06	3.59841e+06	8.89709e+06	3.46152e+06	700.409	591	1.62379e+06	663	713
293T_TFF1_DNA_Pool-2_12B:0M:20:10	438	1951.39	0	2.03108e+06	2.75495e+06	4.36184e+06	486.073	438	3.72218e+06	484	516
293T_TFF1_DNA_Pool-2_12B:0M:69:09	25	1266.5	0	752542	915323	0	29.073	25	0	59	64
293T_TFF1_DNA_Pool-2_12B:0Q:D2:05	23	3886.7	1.70507e+06	1.10184e+06	807434	0	25.507	23	79110.7	125	134
293T_TFF1_DNA_Pool-2_12B:0Q:O1:09	54	8809.19	1.0336e+06	1.04673e+06	867862	339951	66.8841	54	369098	305	340
293T_TFF1_DNA_Pool-2_12B:0T:B3:11	32	4698.19	0	756465	800122	176695	38.1015	32	0	157	172
293T_TFF1_DNA_Pool-2_12B:0X:0R:12	2886	2284.43	1.5605e+07	5.81814e+06	7.40981e+06	3.07445e+06	3191.34	2886	2.42117e+06	2726	2839
293T_TFF1_DNA_Pool-2_12B:0X:0W:05	70	1556.1	1.02602e+06	917543	766372	0	82.1067	70	0	104	110
293T_TFF1_DNA_Pool-2_12B:0X:17:05	92	2130.51	1.41277e+06	1.29101e+06	923191	228461	113.93	92	529018	145	154
293T_TFF1_DNA_Pool-2_12B:0X:22:08	32	685.379	257360	488263	804062	0	34.8278	32	0	52	55
293T_TFF1_DNA_Pool-2_12B:0X:50:09	121	2493.22	2.48782e+06	1.34629e+06	1.17346e+06	566325	134.742	121	971694	177	189
293T_TFF1_DNA_Pool-2_12B:0X:56:04	76	1397.92	1.3767e+06	1.3876e+06	859182	443556	84.2749	76	816273	111	120
293T_TFF1_DNA_Pool-2_12B:0X:61:01	73	7480.36	0	909623	748414	323149	82.4662	73	623157	271	287
293T_TFF1_DNA_Pool-2_12B:0X:69:08	35	2653.75	0	733116	767889	18536.6	41.4343	35	9.28722e-30	106	119
293T_TFF1_DNA_Pool-2_12B:0X:H8:09	35	3042.4	0	1.33463e+06	888613	1.34473e+07	45.8894	35	2.02419e+06	112	122
293T_TFF1_DNA_Pool-2_12B:0X:M8:10	90	2700.89	0	1.1834e+06	754708	143685	107.441	90	216966	154	168
293T_TFF1_DNA_Pool-2_12B:0X:O2:11	80	1553.3	0	1.4978e+06	1.26128e+06	2.28571e+06	90.6727	80	2.18835e+06	117	124
293T_TFF1_DNA_Pool-2_12B:0X:O9:03	27	2094.95	1.40807e+06	1.59342e+06	762662	1.03122e+06	35.3738	27	114458	82	90
293T_TFF1_DNA_Pool-2_12B:0X:W1:10	43	2039.42	417729	1.65899e+06	886572	9.7587e+06	57.2529	43	3.49294e+06	95	104
293T_TFF1_DNA_Pool-2_12B:0X:W2:07	32	4823.73	1.87806e+06	631145	700068	0	36.4707	32	53712.1	158	176
293T_TFF1_DNA_Pool-2_12B:0Y:G2:12	45	3322.09	2.62924e+06	1.32327e+06	632530	1.67513e+06	63.0701	45	2.23763e+06	132	147
293T_TFF1_DNA_Pool-2_12B:0Y:G9:11	22	1827.65	110992	600395	834605	168512	29.1159	22	270388	71	76
293T_TFF1_DNA_Pool-2_12B:0Y:H8:02	67	13825.7	310503	822370	747813	314063	78.507	67	753867	436	477
293T_TFF1_DNA_Pool-2_12B:0Y:N7:03	140	9353.4	1.3865e+06	1.59242e+06	846765	7.94914e+06	167.749	140	8.26043e+06	399	429
293T_TFF1_DNA_Pool-2_12B:16:R7:02	26	3071.35	0	814648	581389	0	30.4869	26	0	105	112
293T_TFF1_DNA_Pool-2_12B:23:66:05	721	8927.31	7.90998e+06	3.49489e+06	8.69378e+06	3.62623e+06	824.154	721	3.75145e+06	939	998
293T_TFF1_DNA_Pool-2_12B:24:90:12	23	1471.45	1.76374e+06	421082	758020	0	24.3651	23	0	60	65
293T_TFF1_DNA_Pool-2_12B:39:P0:09	49	3487.03	3.13422e+06	2.15134e+06	757311	228106	58.2889	49	471224	141	160
293T_TFF1_DNA_Pool-2_12B:47:76:10	59	2807.28	1.97566e+06	997651	886450	603058	68.7932	59	485385	136	149
293T_TFF1_DNA_Pool-2_12B:47:98:09	135	2796.84	3.29209e+06	1.63707e+06	1.93566e+06	2.00374e+06	155.993	135	2.53963e+06	203	225
293T_TFF1_DNA_Pool-2_12B:47:W6:06	23	1267.66	418539	829298	717131	0	27.0415	23	79110.7	55	60
293T_TFF1_DNA_Pool-2_12B:56:H8:05	44	1101.46	1.66986e+06	663792	766343	375826	49.1782	44	555550	74	83
293T_TFF1_DNA_Pool-2_12B:56:Q8:03	20	3043.05	2.17615e+06	494169	831094	0	24.9942	20	1.78735e+06	102	117
293T_TFF1_DNA_Pool-2_12B:67:98:09	35	5658.39	2.03428e+06	993691	828194	0	40.8898	35	53712.1	188	203
293T_TFF1_DNA_Pool-2_12B:67:J0:04	20	694.022	0	783899	751471	524199	28.9746	20	0	39	42
293T_TFF1_DNA_Pool-2_12B:79:45:05	23	747.586	1.87434e+06	699479	926637	1.96447e+06	34.1715	23	1.79802e+06	44	48
293T_TFF1_DNA_Pool-2_12B:80:U5:09	27	846.956	0	591307	724265	0	31.5437	27	88875.6	49	56
293T_TFF1_DNA_Pool-2_12B:95:28:07	26	7858.04	1.33709e+06	700920	779803	641689	31.1461	26	299122	256	278
293T_TFF1_DNA_Pool-2_12B:95:29:08	38	1474.91	0	761219	733332	443234	44.633	38	264785	79	84
293T_TFF1_DNA_Pool-2_12B:95:H2:12	43	24589	0	791508	755139	108904	50.4307	43	201349	665	720
293T_TFF1_DNA_Pool-2_12B:A4:Y5:01	23	1744.53	1.62249e+06	532331	796154	0	28.4983	23	0	71	80
293T_TFF1_DNA_Pool-2_12B:A7:N7:03	46	1634.66	0	932922	846139	0	54.6791	46	0	92	102
293T_TFF1_DNA_Pool-2_12B:B1:Q8:02	22	918.971	1.75609e+06	396247	18167.2	0	24.4941	22	0	48	51
293T_TFF1_DNA_Pool-2_12B:B5:F8:01	54	8809.63	0	931196	903155	491095	60.2557	54	884804	297	320
293T_TFF1_DNA_Pool-2_12B:B5:G1:10	107	1280.88	1.98365e+06	1.60247e+06	853714	1.18111e+06	130.558	107	1.44537e+06	140	151
293T_TFF1_DNA_Pool-2_12B:D2:F3:12	20	1461.7	0	435764	33498.5	0	21.5657	20	93157.8	60	68
293T_TFF1_DNA_Pool-2_12B:D9:B3:11	33	3607.88	2.52878e+06	684178	689492	0	40.5729	33	0	125	132
293T_TFF1_DNA_Pool-2_12B:E3:A0:11	97	10564	996079	1.05819e+06	904924	806514	118.392	97	1.85561e+06	363	393
293T_TFF1_DNA_Pool-2_12B:E3:C9:08	28	1436.14	0	323744	208357	0	30.1692	28	0	68	76
293T_TFF1_DNA_Pool-2_12B:E3:J4:09	89	3000.63	543472	804259	847262	12730.8	104.72	89	0	166	171
293T_TFF1_DNA_Pool-2_12B:E3:V0:12	20	3112.69	1.71991e+06	957121	236630	3.08006e+06	26.7529	20	9.24537e+06	104	117
293T_TFF1_DNA_Pool-2_12B:E3:Y5:02	101	3103.23	0	1.32822e+06	1.03319e+06	0	114.603	101	53712.1	176	190
293T_TFF1_DNA_Pool-2_12B:E4:E2:11	90	1576.31	680420	1.33919e+06	1.15742e+06	4.0431e+06	111.537	90	4.71463e+06	132	142
293T_TFF1_DNA_Pool-2_12B:F2:X8:12	36	9915.58	682814	577095	566116	264199	41.2778	36	544353	320	348
293T_TFF1_DNA_Pool-2_12B:F6:J0:09	20	17013.9	0	617550	15445.9	134013	22.7795	20	378478	398	430
293T_TFF1_DNA_Pool-2_12B:G7:G1:10	56	2336.07	0	908091	661974	170700	75.7908	56	270248	118	124
293T_TFF1_DNA_Pool-2_12B:H6:0R:12	40	688.365	0	930250	1.28783e+06	175921	44.845	40	267386	59	64
293T_TFF1_DNA_Pool-2_12B:J1:L6:12	21	966.046	1.66029e+06	783413	17470.1	0	26.6704	21	0	47	50
293T_TFF1_DNA_Pool-2_12B:J1:M0:12	29	1482.15	0	775714	679358	0	35.5002	29	0	68	73
293T_TFF1_DNA_Pool-2_12B:L6:56:04	21	1752.02	1.58252e+06	517493	770247	0	24.3875	21	0	63	66
293T_TFF1_DNA_Pool-2_12B:L6:J6:09	21	1072.72	402381	1.63527e+06	833264	0	27.596	21	0	49	50
293T_TFF1_DNA_Pool-2_12B:M4:G8:01	46	17037.8	2.04094e+06	971564	794319	406697	57.4869	46	929914	540	587
293T_TFF1_DNA_Pool-2_12B:M8:Y1:08	2403	14770.8	1.06451e+07	5.13861e+06	8.17912e+06	2.5016e+06	2655.64	2403	3.09768e+06	2685	2800
293T_TFF1_DNA_Pool-2_12B:N6:B3:11	35	478.894	325707	1.01296e+06	785057	754961	42.572	35	284865	48	51
293T_TFF1_DNA_Pool-2_12B:N9:28:01	25	2789	0	875195	825368	0	29.4827	25	0	95	103
293T_TFF1_DNA_Pool-2_12B:N9:F3:12	119	4925.24	534704	1.30772e+06	1.01775e+06	953589	137.14	119	1.24842e+06	247	265
293T_TFF1_DNA_Pool-2_12B:N9:H3:05	38	1425.94	173780	1.07335e+06	832759	92450.1	46.5825	38	72826.4	78	85
293T_TFF1_DNA_Pool-2_12B:N9:L8:12	35	2768.33	1.10172e+06	951012	816391	744502	40.8377	35	202556	110	119
293T_TFF1_DNA_Pool-2_12B:N9:O2:09	36	1096.02	1.58252e+06	415919	803311	255040	40.9658	36	409826	67	72
293T_TFF1_DNA_Pool-2_12B:O7:08:08	23	11077.8	1.34558e+06	185422	893572	248447	24.3452	23	268909	305	328
293T_TFF1_DNA_Pool-2_12B:Q4:69:09	38	3738.82	1.85968e+06	709567	689981	0	41.311	38	0	137	150
293T_TFF1_DNA_Pool-2_12B:Q7:S6:02	29	1540.19	1.26504e+06	2.68773e+06	785959	0	37.3414	29	0	69	76
293T_TFF1_DNA_Pool-2_12B:S3:E6:03	24	1180.62	0	960438	907210	673710	30.3766	24	1.34523e+06	57	61
293T_TFF1_DNA_Pool-2_12B:S3:J6:09	20	656.408	1.39908e+06	335858	20510.9	0	21.5877	20	0	39	40
293T_TFF1_DNA_Pool-2_12B:S7:0I:11	42	3181.3	2.10495e+06	758788	814735	0	49.8709	42	43298	119	127
293T_TFF1_DNA_Pool-2_12B:S7:45:09	107	6349.22	486315	1.40148e+06	869611	987302	124.914	107	1.5333e+06	273	292
293T_TFF1_DNA_Pool-2_12B:S7:H8:09	31	2475.17	0	322675	683669	0	33.5431	31	403343	96	106
293T_TFF1_DNA_Pool-2_12B:S7:J0:08	52	1976.53	2.1781e+06	1.44261e+06	786183	0	63.329	52	153947	106	118
293T_TFF1_DNA_Pool-2_12B:S7:J6:09	53	2568.34	0	608100	889932	87323.9	59.176	53	1.80973e+06	119	129
293T_TFF1_DNA_Pool-2_12B:S7:L4:12	23	2034.08	0	715342	563184	365734	27.0833	23	565871	80	90
293T_TFF1_DNA_Pool-2_12B:S8:56:04	22	2668.11	280961	359897	678837	130847	25.84	22	0	90	98
293T_TFF1_DNA_Pool-2_12B:S8:98:11	42	3219.77	331461	724768	860034	223034	51.1941	42	0	130	143
293T_TFF1_DNA_Pool-2_12B:T6:C4:05	23	2574.41	170884	260830	219727	0	26.3604	23	79110.7	93	101
293T_TFF1_DNA_Pool-2_12B:V1:0I:07	20	6586.3	119890	762524	764939	0	23.1114	20	0	188	219
293T_TFF1_DNA_Pool-2_12B:V5:72:02	32	11040.2	0	709599	770029	3.65097e-13	39.2955	32	255838	321	348
293T_TFF1_DNA_Pool-2_12B:V6:24:12	24	1078.06	1.65629e+06	473968	693005	0	25.2161	24	0	53	56
293T_TFF1_DNA_Pool-2_12B:V9:97:03	29	5117.73	0	922423	475415	0	33.829	29	0	160	182
293T_TFF1_DNA_Pool-2_12B:W8:45:05	28	950.281	0	680382	19704.2	275425	32.0283	28	546081	53	57
293T_TFF1_DNA_Pool-2_12B:X5:0R:04	81	2779.75	0	1.15594e+06	872148	500266	94.3571	81	879562	155	169
293T_TFF1_DNA_Pool-2_12B:X5:56:04	83	3191.19	0	2.54549e+06	4.84781e+06	370548	93.9845	83	763558	162	177
293T_TFF1_DNA_Pool-2_12B:X5:B3:02	51	11270.7	0	1.12917e+06	844459	603914	65.1031	51	840618	348	385
293T_TFF1_DNA_Pool-2_12B:X5:L7:12	46	1985.57	1.27746e+06	863203	682869	335328	54.0013	46	822394	97	108
293T_TFF1_DNA_Pool-2_12B:X5:M8:12	28	1570.73	2.19189e+06	552821	753127	0	29.4785	28	0	73	79
293T_TFF1_DNA_Pool-2_12B:X5:O1:09	169	542.618	0	1.46148e+06	1.21563e+06	1.25487e+06	184.679	169	1.15323e+06	180	192
