barcode	raw	cisTopic	FITS	scOpen	MAGIC	PUscOpen	cicero	scbasset	scbasset_puscopen	scbasset_cistopic	scbasset_cistopic_puscopen
293T_TFF1_DNA_Pool-1_2C:23:L4:10	376	7386.75	0	2.08744e+06	3.08813e+06	3.16452e+06	418.751	376	2.595e+06	560	608
293T_TFF1_DNA_Pool-1_2C:28:I1:05	59	15120	0	675403	744346	494988	65.7388	59	482827	496	540
293T_TFF1_DNA_Pool-1_2C:39:56:05	35	7467.97	0	997661	619600	65666.4	43.7307	35	238600	219	244
293T_TFF1_DNA_Pool-1_2C:47:M8:05	44	5568.73	0	821660	659307	341914	50.1473	44	697613	194	221
293T_TFF1_DNA_Pool-1_2C:47:S6:08	23	3901.39	0	684222	740732	405279	24.6525	23	353586	134	151
293T_TFF1_DNA_Pool-1_2C:71:76:05	25	1156.55	1.58252e+06	328953	15609.8	0	26.1385	25	0	56	62
293T_TFF1_DNA_Pool-1_2C:72:A0:09	27	2113.09	433768	648676	747393	0	30.8409	27	0	82	88
293T_TFF1_DNA_Pool-1_2C:72:T7:05	25	1314.79	0	449913	774518	92878.9	27.4335	25	306640	62	67
293T_TFF1_DNA_Pool-1_2C:76:F3:05	31	2937.39	224580	758430	745599	734135	35.4943	31	928202	111	126
293T_TFF1_DNA_Pool-1_2C:83:14:12	31	1201.6	1.33174e+06	786182	769834	0	35.3053	31	0	63	66
293T_TFF1_DNA_Pool-1_2C:83:78:12	26	2585.27	846349	475316	624797	0	30.4503	26	0	96	102
293T_TFF1_DNA_Pool-1_2C:91:81:10	29	2099.83	2.26306e+06	1.0879e+06	792962	167509	40.7914	29	234968	85	101
293T_TFF1_DNA_Pool-1_2C:92:V0:08	67	1948.08	2.10936e+06	1.21083e+06	872726	7.40676e+06	77.5032	67	1.08377e+07	116	124
293T_TFF1_DNA_Pool-1_2C:92:Y1:10	33	3956.01	1.58252e+06	464279	545581	0	34.8459	33	0	137	147
293T_TFF1_DNA_Pool-1_2C:95:24:05	38	1186.5	1.82814e+06	870054	704117	257711	43.6081	38	493352	70	74
293T_TFF1_DNA_Pool-1_2C:95:K2:05	35	3673.93	2.6615e+06	701159	769149	154586	40.0773	35	53712.1	131	148
293T_TFF1_DNA_Pool-1_2C:95:Y2:10	204	1005.31	1.79355e+06	1.40308e+06	1.27136e+06	462625	232.803	204	399121	222	233
293T_TFF1_DNA_Pool-1_2C:95:Z2:05	20	787.111	0	157837	150925	0	22.4979	20	0	41	42
293T_TFF1_DNA_Pool-1_2C:96:C8:01	23	9776.79	1.58252e+06	332594	746992	0	26.2762	23	0	274	301
293T_TFF1_DNA_Pool-1_2C:99:E9:08	27	1269.79	0	859852	597790	0	32.4166	27	0	62	63
293T_TFF1_DNA_Pool-1_2C:E3:81:10	50	20171	2.14457e+06	753424	522061	0	58.6653	50	0	519	567
293T_TFF1_DNA_Pool-1_2C:E3:84:09	72	1328.61	544356	787344	738215	531338	80.7405	72	82343.6	105	113
293T_TFF1_DNA_Pool-1_2C:E3:D4:01	55	1175.08	0	1.02197e+06	818997	8.24951e+06	61.3016	55	1.42455e+07	87	90
293T_TFF1_DNA_Pool-1_2C:E3:F3:05	98	5698.97	0	1.35728e+06	1.22424e+06	77726.1	118.818	98	210618	245	270
293T_TFF1_DNA_Pool-1_2C:E3:M8:05	34	528.462	1.63246e+06	554068	859211	6.36087e-12	39.5916	34	161627	48	52
293T_TFF1_DNA_Pool-1_2C:E4:S9:08	25	1681.85	1.67949e+06	1.29503e+06	779284	811168	30.5141	25	1.36055e+06	68	75
293T_TFF1_DNA_Pool-1_2C:F2:14:12	28	1060.48	197101	394284	753286	0	34.3625	28	79110.7	58	63
293T_TFF1_DNA_Pool-1_2C:F2:N8:10	23	5206.68	0	585451	794592	0	27.5434	23	79110.7	165	183
293T_TFF1_DNA_Pool-1_2C:F7:14:12	27	2220.35	1.29685e+06	863776	745981	584081	34.3719	27	1.0101e+06	85	95
293T_TFF1_DNA_Pool-1_2C:G0:R7:05	25	1876.19	1.40685e+06	173347	692882	0	26.9292	25	0	76	81
293T_TFF1_DNA_Pool-1_2C:H2:K5:05	21	1574.88	1.62582e+06	412683	13809.8	172815	23.0543	21	200384	65	73
293T_TFF1_DNA_Pool-1_2C:I4:Q8:05	32	776.757	0	914026	785212	900798	40.1136	32	820285	53	55
293T_TFF1_DNA_Pool-1_2C:J1:B2:02	59	4228.35	2.40573e+06	834389	753984	0	70.4269	59	0	164	178
293T_TFF1_DNA_Pool-1_2C:K7:M0:05	23	1205.32	0	772883	708330	0	28.1469	23	53712.1	55	59
293T_TFF1_DNA_Pool-1_2C:M3:F8:05	22	1644.6	113877	289561	708407	0	23.079	22	0	67	74
293T_TFF1_DNA_Pool-1_2C:M4:W6:04	24	1303.03	114241	500975	511116	0	27.51	24	79110.7	59	63
293T_TFF1_DNA_Pool-1_2C:N9:46:05	74	65321.7	2.15646e+06	930475	774047	889761	91.3952	74	291268	1886	2056
293T_TFF1_DNA_Pool-1_2C:N9:J6:05	42	1049.91	0	367793	717612	0	46.7641	42	0	71	75
293T_TFF1_DNA_Pool-1_2C:N9:P3:05	70	13073.7	0	1.03553e+06	905476	628275	81.0227	70	806121	363	396
293T_TFF1_DNA_Pool-1_2C:O7:54:05	30	1212.41	0	722979	647355	223848	37.3117	30	352418	61	67
293T_TFF1_DNA_Pool-1_2C:O7:54:07	90	3657.95	1.5387e+06	1.10949e+06	1.27597e+06	941521	104.257	90	1.20178e+06	183	202
293T_TFF1_DNA_Pool-1_2C:P9:81:10	25	1437.03	1.62548e+06	604918	714565	560996	30.4391	25	672394	63	67
293T_TFF1_DNA_Pool-1_2C:P9:N0:08	71	6261.92	876016	1.6061e+06	873292	7.37827e+06	89.1811	71	0	229	243
293T_TFF1_DNA_Pool-1_2C:Q8:H4:05	122	3211.44	0	1.1569e+06	856374	266216	141.091	122	475373	197	205
293T_TFF1_DNA_Pool-1_2C:S7:14:12	102	1252.86	810859	1.41863e+06	976069	1.09844e+06	127.147	102	1.20028e+06	134	139
293T_TFF1_DNA_Pool-1_2C:S7:81:10	88	3453.64	0	1.31523e+06	993504	4.89636e+06	104.825	88	6.17333e+06	180	191
293T_TFF1_DNA_Pool-1_2C:S7:D4:02	38	2442.47	0	683098	866243	0	43.5052	38	53712.1	105	115
293T_TFF1_DNA_Pool-1_2C:S7:E6:09	106	2083.91	0	1.30959e+06	994710	1.73004e+06	121.595	106	279014	158	169
293T_TFF1_DNA_Pool-1_2C:S7:J0:07	60	1493.79	0	1.44523e+06	1.13426e+06	234980	71.4242	60	436733	100	108
293T_TFF1_DNA_Pool-1_2C:S8:H6:12	20	1025.02	2.18279e+06	502298	722714	0	22.9191	20	0	48	50
293T_TFF1_DNA_Pool-1_2C:U3:J3:05	38	4830.55	1.54578e+06	619826	769001	2.18916e+06	44.7951	38	198909	174	185
293T_TFF1_DNA_Pool-1_2C:U4:84:09	27	925.185	1.39554e+06	202020	10318.2	24367.9	28.2298	27	3.52261e-31	51	54
293T_TFF1_DNA_Pool-1_2C:V9:F8:08	22	1523.26	1.78525e+06	529992	11082.8	23652.6	27.8799	22	5414.21	62	67
293T_TFF1_DNA_Pool-1_2C:V9:S6:10	52	3342.12	0	596922	797845	411427	60.1835	52	590654	146	158
293T_TFF1_DNA_Pool-1_2C:W3:X7:04	680	2025.61	3.83009e+06	3.9007e+06	1.01517e+07	3.01374e+06	799.024	680	3.33309e+06	723	777
293T_TFF1_DNA_Pool-1_2C:W8:H8:05	31	5796.54	0	465227	773780	286674	34.9286	31	323353	186	204
293T_TFF1_DNA_Pool-1_2C:W8:T7:05	26	3062.15	0	644803	810915	0	30.9761	26	0	108	115
293T_TFF1_DNA_Pool-1_2C:X1:X8:05	30	618.796	2.35304e+06	815248	823243	0	33.1899	30	0	47	47
293T_TFF1_DNA_Pool-1_2C:X5:18:05	192	1155.06	1.90914e+06	1.62708e+06	1.06745e+06	1.26232e+06	215.077	192	1.00782e+06	204	214
293T_TFF1_DNA_Pool-1_2C:X5:49:11	68	866.357	2.0271e+06	1.06809e+06	826294	548821	79.1872	68	0	92	94
293T_TFF1_DNA_Pool-1_2C:X5:M8:12	82	12020	2.38446e+06	1.50883e+06	2.211e+06	454027	107.4	82	1.01311e+06	410	443
293T_TFF1_DNA_Pool-1_2C:X5:O1:12	212	3022.71	0	1.26592e+06	997498	0	238.484	212	115479	282	297
293T_TFF1_DNA_Pool-1_2C:X5:Y5:08	87	700.358	757968	1.14988e+06	674984	64950.3	100.66	87	0	103	107
293T_TFF1_DNA_Pool-1_2C:X5:Y6:05	107	3240.8	1.47586e+06	1.61237e+06	1.3265e+06	1.05792e+06	127.614	107	1.87567e+06	186	202
293T_TFF1_DNA_Pool-1_2C:Y7:C0:05	37	1668.14	206874	693611	742080	0	38.7711	37	0	83	90
293T_TFF1_DNA_Pool-1_2C:Z2:14:12	20	3217.78	686574	531119	714335	0	24.8212	20	0	103	116
293T_TFF1_DNA_Pool-1_2B:04:Y6:05	26	2786.57	1.5823e+06	651296	792271	0	29.5144	26	0	99	107
293T_TFF1_DNA_Pool-1_2B:08:E1:12	29	6015.52	977969	1.69873e+06	1.17531e+06	0	30.1438	29	0	189	207
293T_TFF1_DNA_Pool-1_2B:0A:E2:12	30	3349.37	0	445320	15968.9	0	34.8203	30	79110.7	118	128
293T_TFF1_DNA_Pool-1_2B:0I:02:06	38	4383.2	607822	928720	818804	3.0068e+06	43.9829	38	2.67375e+06	150	169
293T_TFF1_DNA_Pool-1_2B:0T:08:05	60	1115.57	2.12842e+06	789671	658175	0	72.8392	60	0	91	96
293T_TFF1_DNA_Pool-1_2B:0X:02:09	45	1731.68	188740	1.0337e+06	993054	1.48434e+06	52.5605	45	1.51444e+06	91	96
293T_TFF1_DNA_Pool-1_2B:0X:18:12	24	11624.8	0	498681	770262	0	28.0361	24	0	353	376
293T_TFF1_DNA_Pool-1_2B:0X:46:10	80	1622.38	0	1.27218e+06	869169	54987.6	93.0763	80	127028	122	133
293T_TFF1_DNA_Pool-1_2B:0X:61:01	249	4960.52	0	2.04191e+06	1.48254e+06	10265.7	281.77	249	131528	351	371
293T_TFF1_DNA_Pool-1_2B:0X:78:12	41	1580.1	0	687663	719293	1.48708e+06	45.9778	41	608100	82	85
293T_TFF1_DNA_Pool-1_2B:0X:G8:01	151	5553.05	0	1.34757e+06	1.0393e+06	611538	179.27	151	619034	295	315
293T_TFF1_DNA_Pool-1_2B:0X:L0:12	26	2372.36	1.44868e+06	607676	758836	0	31.1784	26	0	83	92
293T_TFF1_DNA_Pool-1_2B:0X:T4:12	112	1855.96	1.41173e+06	1.7738e+06	1.18444e+06	883113	138.299	112	943796	157	170
293T_TFF1_DNA_Pool-1_2B:0X:X4:12	23	456.293	0	793365	848725	222039	28.808	23	79110.7	36	39
293T_TFF1_DNA_Pool-1_2B:0X:Y1:06	42	1107.21	0	980382	784660	6.18883e+06	52.6254	42	0	70	71
293T_TFF1_DNA_Pool-1_2B:0X:Y2:04	139	10421.3	1.56227e+06	1.27227e+06	1.04066e+06	1.10946e+06	160.151	139	884572	419	446
293T_TFF1_DNA_Pool-1_2B:0Y:0F:07	118	1113.03	2.10031e+06	1.44741e+06	755096	719860	136.342	118	656246	142	149
293T_TFF1_DNA_Pool-1_2B:0Y:24:01	49	1379.86	0	1.00554e+06	831968	57283.3	58.2172	49	205701	86	94
293T_TFF1_DNA_Pool-1_2B:0Y:50:01	176	4759.61	0	1.44331e+06	1.08846e+06	326864	201.563	176	555843	297	318
293T_TFF1_DNA_Pool-1_2B:0Y:H4:12	45	4107.89	441191	1.16328e+06	957818	1.59798e+06	58.3997	45	486557	160	181
293T_TFF1_DNA_Pool-1_2B:0Y:L7:12	27	9014.34	0	803816	698086	1.94614e+06	33.6535	27	18285.2	283	306
293T_TFF1_DNA_Pool-1_2B:0Y:O9:03	124	2612.58	1.76049e+06	1.42422e+06	755065	2.45181e+06	144.876	124	3.78057e+06	187	194
293T_TFF1_DNA_Pool-1_2B:0Y:T8:12	26	1067.81	1.97904e+06	591938	722745	0	29.665	26	0	55	57
293T_TFF1_DNA_Pool-1_2B:0Y:V3:12	60	958.406	958978	970051	722736	0	70.5999	60	0	83	86
293T_TFF1_DNA_Pool-1_2B:0Y:X8:10	137	5950.85	526429	1.04074e+06	835836	6.26711e+06	157.119	137	246986	295	310
293T_TFF1_DNA_Pool-1_2B:20:M0:01	37	2005.71	615378	1.08947e+06	859284	1.10544e+06	47.3039	37	527581	91	101
293T_TFF1_DNA_Pool-1_2B:36:T2:01	44	2846.77	1.67817e+06	1.24069e+06	662819	754584	52.2699	44	1.31441e+06	121	131
293T_TFF1_DNA_Pool-1_2B:39:R4:12	32	847.935	0	1.71865e+06	790213	1.38455e+06	43.2557	32	258453	56	61
293T_TFF1_DNA_Pool-1_2B:47:08:03	34	2561.64	1.50079e+06	2.18771e+06	1.02196e+06	376861	41.2037	34	268909	102	114
293T_TFF1_DNA_Pool-1_2B:47:0K:04	24	1940.6	94536.3	525559	793526	0	31.1161	24	0	73	80
293T_TFF1_DNA_Pool-1_2B:47:20:12	28	496.558	2.08683e+06	830714	643813	5.603e+06	33.0491	28	444930	42	44
293T_TFF1_DNA_Pool-1_2B:47:G5:01	37	12716.7	114309	289476	740688	0	38.6412	37	0	343	371
293T_TFF1_DNA_Pool-1_2B:47:G5:04	28	2570	0	650896	715617	0	32.0672	28	149518	97	107
293T_TFF1_DNA_Pool-1_2B:47:O1:12	68	2546.69	3.15517e+06	1.85147e+06	999216	743230	86.9789	68	111856	135	145
293T_TFF1_DNA_Pool-1_2B:47:T0:12	21	2506.32	0	712720	751288	0	25.5556	21	0	89	97
293T_TFF1_DNA_Pool-1_2B:55:54:01	24	1632.97	1.17308e+06	2.68118e+06	1.18534e+06	0	25.6167	24	0	67	71
293T_TFF1_DNA_Pool-1_2B:55:65:12	21	7102.54	0	185449	616792	0	22.3303	21	0	227	248
293T_TFF1_DNA_Pool-1_2B:67:E2:12	23	1239.5	972930	1.04263e+06	863088	0	26.4273	23	0	60	62
293T_TFF1_DNA_Pool-1_2B:68:A5:12	24	7835.42	0	492633	695036	0	28.6368	24	0	245	262
293T_TFF1_DNA_Pool-1_2B:71:S9:07	42	2110.33	417853	811594	820245	322648	47.9563	42	555958	97	102
293T_TFF1_DNA_Pool-1_2B:75:I0:12	27	885.982	0	358261	685058	298423	30.5606	27	422614	51	55
293T_TFF1_DNA_Pool-1_2B:80:E1:02	46	7552.42	523642	903079	877778	178205	56.4626	46	167218	248	275
293T_TFF1_DNA_Pool-1_2B:80:E2:06	32	1245.25	0	647841	760584	3.90248e-30	35.4989	32	88655.7	67	73
293T_TFF1_DNA_Pool-1_2B:80:G0:12	65	2285.17	2.15402e+06	814485	856964	299437	76.9151	65	371645	124	134
293T_TFF1_DNA_Pool-1_2B:95:69:09	30	1156.83	179705	457471	753523	0	35.2391	30	0	60	62
293T_TFF1_DNA_Pool-1_2B:95:G8:01	86	6091.3	0	1.21248e+06	1.23222e+06	173939	103.617	86	50932	249	267
293T_TFF1_DNA_Pool-1_2B:A3:Q1:12	84	1776.26	1.04256e+06	1.14991e+06	1.70666e+06	1.2328e+07	96.8053	84	0	130	138
293T_TFF1_DNA_Pool-1_2B:A4:24:09	30	1043.99	197246	825787	797605	91062.1	35.3658	30	214789	57	60
293T_TFF1_DNA_Pool-1_2B:A4:J6:12	21	1593.85	161299	471537	766838	140544	25.2615	21	351117	66	72
293T_TFF1_DNA_Pool-1_2B:B2:0F:07	25	668.805	1.61539e+06	358286	596549	56320.4	26.4123	25	65878.4	42	45
293T_TFF1_DNA_Pool-1_2B:B5:B2:06	24	2394.09	1.81834e+06	526829	471782	0	26.1708	24	0	86	95
293T_TFF1_DNA_Pool-1_2B:C3:O2:06	36	1012.22	1.61814e+06	401016	36925.3	0	38.1462	36	79110.7	63	69
293T_TFF1_DNA_Pool-1_2B:D1:O9:03	26	18698	2.172e+06	717733	595889	62829.1	30.3819	26	98891.7	513	557
293T_TFF1_DNA_Pool-1_2B:E0:E2:12	25	4961.35	627581	657866	854649	107946	29.8653	25	236448	157	175
293T_TFF1_DNA_Pool-1_2B:E3:0V:05	33	1254.76	1.28473e+06	987098	630794	638783	41.8081	33	439468	66	72
293T_TFF1_DNA_Pool-1_2B:E3:N3:10	83	1187.82	1.89599e+06	1.41751e+06	1.05664e+06	1.09323e+06	101.616	83	931687	113	121
293T_TFF1_DNA_Pool-1_2B:F7:0R:01	20	10253.2	281306	405085	616462	0	21.524	20	0	320	350
293T_TFF1_DNA_Pool-1_2B:F7:G4:04	36	2413.76	0	997905	840818	0	48.0677	36	0	104	109
293T_TFF1_DNA_Pool-1_2B:G4:58:12	21	969.289	1.88012e+06	788134	901304	9.43966e+06	24.8345	21	1.13623e+07	47	52
293T_TFF1_DNA_Pool-1_2B:G4:C9:01	30	1784.92	1.7843e+06	474751	520771	0	32.8817	30	43298	75	83
293T_TFF1_DNA_Pool-1_2B:G8:Y2:01	83	3542.81	2.56959e+06	1.13517e+06	711391	692607	99.0751	83	877974	178	194
293T_TFF1_DNA_Pool-1_2B:H2:08:05	80	2212.51	764306	1.09274e+06	910787	895602	94.6426	80	488739	140	145
293T_TFF1_DNA_Pool-1_2B:I3:Q8:12	53	725.462	0	1.06166e+06	686954	1.22672e+06	67.9552	53	2.24108e+06	73	78
293T_TFF1_DNA_Pool-1_2B:I4:46:02	65	2141.34	0	1.20137e+06	1.09229e+06	520083	79.2615	65	407677	124	142
293T_TFF1_DNA_Pool-1_2B:J1:26:12	24	389.409	0	867962	879817	0	32.9337	24	0	35	35
293T_TFF1_DNA_Pool-1_2B:J1:66:01	116	11873.3	1.55848e+06	1.35952e+06	1.0347e+06	0	138.592	116	0	445	469
293T_TFF1_DNA_Pool-1_2B:J1:B6:11	99	13929.7	446011	1.02055e+06	967394	398165	111.761	99	744016	470	510
293T_TFF1_DNA_Pool-1_2B:J1:D7:12	29	464.009	450600	773817	706020	1.16773e+06	34.4768	29	242568	41	43
293T_TFF1_DNA_Pool-1_2B:J1:J8:07	59	987.981	2.19322e+06	453720	798273	224848	63.0607	59	409493	86	95
293T_TFF1_DNA_Pool-1_2B:J1:T4:12	78	22672.9	1.85672e+06	1.1692e+06	858427	0	92.0572	78	0	673	719
293T_TFF1_DNA_Pool-1_2B:J1:Y5:12	111	3705.94	1.46778e+06	910412	798300	406043	122.01	111	201907	207	217
293T_TFF1_DNA_Pool-1_2B:J9:T4:12	20	1569.74	0	990842	760689	7.40676e+06	27.2119	20	1.08377e+07	63	67
293T_TFF1_DNA_Pool-1_2B:K3:E2:01	42	15608.4	1.50447e+06	961385	858151	169017	48.7299	42	219070	478	508
293T_TFF1_DNA_Pool-1_2B:K7:T7:04	39	788.318	514395	905613	869345	618446	46.2771	39	1.04063e+06	62	67
293T_TFF1_DNA_Pool-1_2B:L1:46:02	60	5275.88	0	693051	731119	0	75.4863	60	69942	195	209
293T_TFF1_DNA_Pool-1_2B:L6:O1:12	22	3548.9	450993	655589	817498	0	27.011	22	0	113	120
293T_TFF1_DNA_Pool-1_2B:M3:Q5:12	21	2163.17	1.84466e+06	636462	759720	694410	26.2494	21	791751	82	88
293T_TFF1_DNA_Pool-1_2B:M3:X8:10	52	6300.21	0	1.44194e+06	887178	5.95644e+06	62.1048	52	8.36648e+06	213	240
293T_TFF1_DNA_Pool-1_2B:N9:45:11	732	2157.62	1.33421e+07	3.76645e+06	9.7111e+06	2.36382e+06	835.399	732	2.59398e+06	757	803
293T_TFF1_DNA_Pool-1_2B:N9:G8:01	118	1303.96	1.7942e+06	1.54436e+06	898993	349572	138.959	118	673813	151	159
293T_TFF1_DNA_Pool-1_2B:O7:S6:12	28	10510.8	1.88342e+06	789278	803654	0	33.5741	28	111856	297	323
293T_TFF1_DNA_Pool-1_2B:P2:O1:09	25	513138	0	1.33228e+06	2.77018e+06	0	30.9956	25	0	17260	18011
293T_TFF1_DNA_Pool-1_2B:P6:K1:12	47	2144.24	0	1.33771e+06	190970	347982	50.1095	47	505365	106	113
293T_TFF1_DNA_Pool-1_2B:Q0:G0:12	116	10643.9	0	1.00788e+06	876114	528934	134.273	116	895980	401	440
293T_TFF1_DNA_Pool-1_2B:Q3:Q6:12	26	791.165	0	525375	611396	917283	31.5645	26	1.00214e+06	46	48
293T_TFF1_DNA_Pool-1_2B:Q4:N8:12	35	853.364	1.63206e+06	730592	13455.9	0	38.6793	35	268894	58	64
293T_TFF1_DNA_Pool-1_2B:R1:14:09	21	4141.45	0	1.0535e+06	639618	74537.4	27.1651	21	299078	126	140
293T_TFF1_DNA_Pool-1_2B:R1:97:12	5423	1419.03	0	4.3916e+06	6.29506e+06	4.31219e+06	5698.98	5423	5.02312e+06	5352	5450
293T_TFF1_DNA_Pool-1_2B:R2:F3:12	276	3315.16	1.36275e+06	1.34208e+06	3.18194e+06	5.03073e+06	299.764	276	402473	360	375
293T_TFF1_DNA_Pool-1_2B:S3:E2:09	22	803.343	0	569769	871888	0	27.2409	22	0	44	46
293T_TFF1_DNA_Pool-1_2B:S7:0A:12	49	10491.3	0	930690	975707	392033	57.8088	49	428442	332	347
293T_TFF1_DNA_Pool-1_2B:S7:0W:03	111	546905	2.77009e+06	1.03995e+06	1.02492e+06	265229	131.83	111	274382	17330	18091
293T_TFF1_DNA_Pool-1_2B:S7:56:01	64	749.098	1.85588e+06	1.481e+06	1.29406e+06	42928.4	74.7335	64	113316	82	86
293T_TFF1_DNA_Pool-1_2B:S7:D4:02	29	1704.47	0	1.20573e+06	795474	16114.7	33.2196	29	0	75	80
293T_TFF1_DNA_Pool-1_2B:S8:56:12	67	627.94	0	1.32576e+06	676768	580382	81.6687	67	1.10904e+06	84	91
293T_TFF1_DNA_Pool-1_2B:S8:T8:12	22	1859.18	1.82151e+06	726904	616284	492856	28.2057	22	786617	70	72
293T_TFF1_DNA_Pool-1_2B:T2:E2:12	26	2653.79	2.78548e+06	627542	574233	7.06602e+06	30.1822	26	79110.7	95	102
293T_TFF1_DNA_Pool-1_2B:U4:E1:09	83	3975.98	2.11994e+06	1.59546e+06	798996	1.36387e+06	103.744	83	1.45251e+06	189	205
293T_TFF1_DNA_Pool-1_2B:U4:F3:12	28	1221.25	0	677167	811414	527374	33.0858	28	0	60	64
293T_TFF1_DNA_Pool-1_2B:U4:I0:01	55	3584.33	0	746937	936192	164494	65.481	55	287730	150	166
293T_TFF1_DNA_Pool-1_2B:U4:T7:04	23	25652.9	286044	695543	57957.8	142952	26.0281	23	91778.4	559	606
293T_TFF1_DNA_Pool-1_2B:V2:Y2:09	47	9789.67	0	664396	792200	55551.6	53.4823	47	79110.7	320	339
293T_TFF1_DNA_Pool-1_2B:V9:0J:02	32	4744.54	0	835151	857612	1.18355e+06	39.5603	32	699979	151	171
293T_TFF1_DNA_Pool-1_2B:V9:Q6:12	36	1601.51	0	1.40009e+06	745480	32395.9	44.1761	36	105588	80	85
293T_TFF1_DNA_Pool-1_2B:W3:0V:04	179	2798.99	1.92752e+06	1.38992e+06	1.47882e+06	42162.8	204.943	179	191942	252	264
293T_TFF1_DNA_Pool-1_2B:W7:K1:04	228	3211.18	2.5624e+06	1.7695e+06	1.42086e+06	1.80636e+06	246.558	228	1.57392e+06	296	312
293T_TFF1_DNA_Pool-1_2B:W8:C0:12	26	1166.56	761515	559832	811795	920894	31.6867	26	79110.7	58	61
293T_TFF1_DNA_Pool-1_2B:X5:0R:04	194	584035	2.63672e+06	1.86563e+06	2.771e+06	742879	233.987	194	1.09626e+06	17124	17812
293T_TFF1_DNA_Pool-1_2B:X5:65:09	28	5374.01	0	468843	772285	0	34.0545	28	0	165	185
293T_TFF1_DNA_Pool-1_2B:X5:76:01	126	4401.67	0	1.74617e+06	748079	288088	153.711	126	378238	236	248
293T_TFF1_DNA_Pool-1_2B:X5:A6:01	117	3335.56	1.96569e+06	1.34734e+06	856615	118262	136.504	117	116486	205	223
293T_TFF1_DNA_Pool-1_2B:X5:B8:03	22	2723.2	259482	370285	599947	145590	22.2849	22	209980	93	99
293T_TFF1_DNA_Pool-1_2B:X5:M8:12	1939	832192	1.64021e+07	5.91174e+06	6.12861e+06	3.00509e+06	2185.53	1939	3.50641e+06	18159	18960
293T_TFF1_DNA_Pool-1_2B:X5:T7:02	38	22020.4	1.22084e+06	811437	771560	767255	43.056	38	974337	598	647
293T_TFF1_DNA_Pool-1_2B:X5:X8:10	264	22947.6	0	1.86935e+06	1.84524e+06	6.09624e+06	291.701	264	9.3835e+06	927	987
293T_TFF1_DNA_Pool-1_2B:X5:Y6:05	158	1621.92	3.12953e+06	1.66687e+06	1.16336e+06	210053	180.54	158	420938	194	202
293T_TFF1_DNA_Pool-1_2B:X6:D2:03	34	1331.76	0	488680	795250	1.21281e+06	40.7856	34	203102	72	78
293T_TFF1_DNA_Pool-1_2B:X6:H7:12	118	5877.24	0	1.46367e+06	1.14583e+06	598133	138.68	118	237560	266	279
293T_TFF1_DNA_Pool-1_2B:X6:O1:12	37	925.035	1.70069e+06	879260	823885	583489	47.9618	37	1.29389e+06	63	69
293T_TFF1_DNA_Pool-1_2B:X6:S6:01	27	1748.25	1.33777e+06	581075	829639	1.62746e+06	32.3956	27	575939	75	83
293T_TFF1_DNA_Pool-1_2B:Z5:T2:12	87	12276.4	0	1.18971e+06	780566	169998	104.968	87	201925	421	460
293T_TFF1_DNA_Pool-1_2A:03:P8:10	28	3797.8	0	1.02877e+06	651896	1.13765e+07	32.9939	28	1.63606e+07	129	143
293T_TFF1_DNA_Pool-1_2A:04:Y6:05	25	2561.53	0	934878	30945.4	1.4709e+06	28.9983	25	0	96	106
293T_TFF1_DNA_Pool-1_2A:07:X8:10	37	3202.14	229460	648864	812306	0	44.4386	37	0	120	128
293T_TFF1_DNA_Pool-1_2A:07:Y9:10	36	1771.45	0	850967	820330	42345	40.8039	36	219176	84	94
293T_TFF1_DNA_Pool-1_2A:0D:H2:10	131	2472.26	0	1.54881e+06	1.24834e+06	607844	156.769	131	1.71842e+06	195	208
293T_TFF1_DNA_Pool-1_2A:0D:R4:03	54	9710.39	0	570342	22957.9	0	59.9855	54	117075	314	336
293T_TFF1_DNA_Pool-1_2A:0E:61:07	23	2615.35	449935	752094	684610	0	26.5286	23	0	94	103
293T_TFF1_DNA_Pool-1_2A:0H:61:03	30	4565.72	1.81185e+06	583808	713153	866711	36.2649	30	699108	154	173
293T_TFF1_DNA_Pool-1_2A:0M:F3:01	41	1316.83	0	825660	933482	785034	48.618	41	525652	76	82
293T_TFF1_DNA_Pool-1_2A:0M:W2:08	23	1736.26	1.79761e+06	521184	722258	0	27.1667	23	0	69	75
293T_TFF1_DNA_Pool-1_2A:0Q:46:10	25	3173.05	1.25014e+06	826982	722741	12955.5	28.8243	25	100308	111	122
293T_TFF1_DNA_Pool-1_2A:0X:24:09	187	8427.17	0	1.75918e+06	1.04773e+06	374777	215.869	187	500714	397	441
293T_TFF1_DNA_Pool-1_2A:0X:61:01	55	6089.23	709945	1.01124e+06	775188	0	62.08	55	0	215	237
293T_TFF1_DNA_Pool-1_2A:0X:72:10	97	1892.75	657158	1.43988e+06	967893	7.3645e+06	111.759	97	324500	141	146
293T_TFF1_DNA_Pool-1_2A:0X:B0:10	116	2011.95	0	1.34425e+06	809215	577238	139.341	116	436918	169	180
293T_TFF1_DNA_Pool-1_2A:0X:B8:10	34	11864.7	1.62756e+06	557601	715375	535719	37.9582	34	261925	324	352
293T_TFF1_DNA_Pool-1_2A:0X:F6:10	47	5625.99	745300	862717	312651	0	56.6671	47	0	196	215
293T_TFF1_DNA_Pool-1_2A:0X:N0:10	98	1569.5	0	1.05952e+06	918474	342750	116.47	98	255069	135	144
